sample_id,complexity_label,method,strength,replicate,top1,rank,rr
00282107,low,baseline,0,1,1,1,1.0
00282107,low,robust,0,1,1,1,1.0
00282107,low,baseline,1,0,1,1,1.0
00282107,low,robust,1,0,1,1,1.0
00282107,low,baseline,1,1,1,1,1.0
00282107,low,robust,1,1,1,1,1.0
00282107,low,baseline,2,0,1,1,1.0
00282107,low,robust,2,0,1,1,1.0
00282107,low,baseline,2,1,1,1,1.0
00282107,low,robust,2,1,1,1,1.0
00282107,low,baseline,3,0,1,1,1.0
00282107,low,robust,3,0,0,2,0.5
00282107,low,baseline,3,1,1,1,1.0
00282107,low,robust,3,1,0,2,0.5
00282107,low,baseline,4,0,1,1,1.0
00282107,low,robust,4,0,1,1,1.0
00282107,low,baseline,4,1,0,24,0.041667
00282107,low,robust,4,1,1,1,1.0
00105159,low,baseline,0,0,1,1,1.0
00105159,low,robust,0,0,1,1,1.0
00105159,low,baseline,0,1,1,1,1.0
00105159,low,robust,0,1,1,1,1.0
00105159,low,baseline,1,0,1,1,1.0
00105159,low,robust,1,0,1,1,1.0
00105159,low,baseline,1,1,1,1,1.0
00105159,low,robust,1,1,1,1,1.0
00105159,low,baseline,2,0,1,1,1.0
00105159,low,robust,2,0,1,1,1.0
00105159,low,baseline,2,1,1,1,1.0
00105159,low,robust,2,1,1,1,1.0
00105159,low,baseline,3,0,1,1,1.0
00105159,low,robust,3,0,1,1,1.0
00105159,low,baseline,3,1,1,1,1.0
00105159,low,robust,3,1,1,1,1.0
00105159,low,baseline,4,0,1,1,1.0
00105159,low,robust,4,0,1,1,1.0
00105159,low,baseline,4,1,1,1,1.0
00105159,low,robust,4,1,0,9,0.111111
00109744,low,baseline,0,0,1,1,1.0
00109744,low,robust,0,0,1,1,1.0
00109744,low,baseline,0,1,1,1,1.0
00109744,low,robust,0,1,1,1,1.0
00109744,low,baseline,1,0,1,1,1.0
00109744,low,robust,1,0,1,1,1.0
00109744,low,baseline,1,1,1,1,1.0
00109744,low,robust,1,1,1,1,1.0
00109744,low,baseline,2,0,1,1,1.0
00109744,low,robust,2,0,1,1,1.0
00109744,low,baseline,2,1,1,1,1.0
00109744,low,robust,2,1,1,1,1.0
00109744,low,baseline,3,0,1,1,1.0
00109744,low,robust,3,0,1,1,1.0
00109744,low,baseline,3,1,1,1,1.0
00109744,low,robust,3,1,0,3,0.333333
00109744,low,baseline,4,0,1,1,1.0
00109744,low,robust,4,0,1,1,1.0
00109744,low,baseline,4,1,1,1,1.0
00109744,low,robust,4,1,1,1,1.0
00285238,low,baseline,0,0,1,1,1.0
00285238,low,robust,0,0,1,1,1.0
00285238,low,baseline,0,1,1,1,1.0
00285238,low,robust,0,1,1,1,1.0
00285238,low,baseline,1,0,1,1,1.0
00285238,low,robust,1,0,1,1,1.0
00285238,low,baseline,1,1,1,1,1.0
00285238,low,robust,1,1,1,1,1.0
00285238,low,baseline,2,0,1,1,1.0
00285238,low,robust,2,0,1,1,1.0
00285238,low,baseline,2,1,0,5,0.2
00285238,low,robust,2,1,0,2,0.5
00285238,low,baseline,3,0,0,3,0.333333
00285238,low,robust,3,0,0,2,0.5
00285238,low,baseline,3,1,1,1,1.0
00285238,low,robust,3,1,0,2,0.5
00285238,low,baseline,4,0,1,1,1.0
00285238,low,robust,4,0,0,2,0.5
00285238,low,baseline,4,1,0,26,0.038462
00285238,low,robust,4,1,0,5,0.2
00126187,low,baseline,0,0,1,1,1.0
00126187,low,robust,0,0,1,1,1.0
00126187,low,baseline,0,1,1,1,1.0
00126187,low,robust,0,1,1,1,1.0
00126187,low,baseline,1,0,1,1,1.0
00126187,low,robust,1,0,1,1,1.0
00126187,low,baseline,1,1,1,1,1.0
00126187,low,robust,1,1,1,1,1.0
00126187,low,baseline,2,0,0,2,0.5
00126187,low,robust,2,0,1,1,1.0
00126187,low,baseline,2,1,1,1,1.0
00126187,low,robust,2,1,1,1,1.0
00126187,low,baseline,3,0,0,2,0.5
00126187,low,robust,3,0,1,1,1.0
00126187,low,baseline,3,1,1,1,1.0
00126187,low,robust,3,1,1,1,1.0
00126187,low,baseline,4,0,0,4,0.25
00126187,low,robust,4,0,0,34,0.029412
00126187,low,baseline,4,1,0,4,0.25
00126187,low,robust,4,1,0,55,0.018182
00076621,low,baseline,0,0,1,1,1.0
00076621,low,robust,0,0,1,1,1.0
00076621,low,baseline,0,1,1,1,1.0
00076621,low,robust,0,1,1,1,1.0
00076621,low,baseline,1,0,1,1,1.0
00076621,low,robust,1,0,1,1,1.0
00076621,low,baseline,1,1,1,1,1.0
00076621,low,robust,1,1,1,1,1.0
00076621,low,baseline,2,0,1,1,1.0
00076621,low,robust,2,0,1,1,1.0
00076621,low,baseline,2,1,1,1,1.0
00076621,low,robust,2,1,1,1,1.0
00076621,low,baseline,3,0,1,1,1.0
00076621,low,robust,3,0,1,1,1.0
00076621,low,baseline,3,1,1,1,1.0
00076621,low,robust,3,1,1,1,1.0
00076621,low,baseline,4,0,1,1,1.0
00076621,low,robust,4,0,1,1,1.0
00076621,low,baseline,4,1,0,2,0.5
00076621,low,robust,4,1,1,1,1.0
00088351,low,baseline,0,0,1,1,1.0
00088351,low,robust,0,0,1,1,1.0
00088351,low,baseline,0,1,1,1,1.0
00088351,low,robust,0,1,1,1,1.0
00088351,low,baseline,1,0,1,1,1.0
00088351,low,robust,1,0,1,1,1.0
00088351,low,baseline,1,1,1,1,1.0
00088351,low,robust,1,1,0,3,0.333333
00088351,low,baseline,2,0,0,2,0.5
00088351,low,robust,2,0,0,10,0.1
00088351,low,baseline,2,1,0,2,0.5
00088351,low,robust,2,1,0,2,0.5
00088351,low,baseline,3,0,0,4,0.25
00088351,low,robust,3,0,0,3,0.333333
00088351,low,baseline,3,1,1,1,1.0
00088351,low,robust,3,1,0,3,0.333333
00088351,low,baseline,4,0,0,4,0.25
00088351,low,robust,4,0,0,2,0.5
00088351,low,baseline,4,1,0,23,0.043478
00088351,low,robust,4,1,0,4,0.25
00076755,low,baseline,0,0,1,1,1.0
00076755,low,robust,0,0,1,1,1.0
00076755,low,baseline,0,1,1,1,1.0
00076755,low,robust,0,1,1,1,1.0
00076755,low,baseline,1,0,1,1,1.0
00076755,low,robust,1,0,1,1,1.0
00076755,low,baseline,1,1,1,1,1.0
00076755,low,robust,1,1,1,1,1.0
00076755,low,baseline,2,0,1,1,1.0
00076755,low,robust,2,0,0,2,0.5
00076755,low,baseline,2,1,1,1,1.0
00076755,low,robust,2,1,1,1,1.0
00076755,low,baseline,3,0,1,1,1.0
00076755,low,robust,3,0,1,1,1.0
00076755,low,baseline,3,1,1,1,1.0
00076755,low,robust,3,1,0,18,0.055556
00076755,low,baseline,4,0,0,8,0.125
00076755,low,robust,4,0,1,1,1.0
00076755,low,baseline,4,1,1,1,1.0
00076755,low,robust,4,1,0,3,0.333333
00168398,low,baseline,0,0,1,1,1.0
00168398,low,robust,0,0,1,1,1.0
00168398,low,baseline,0,1,1,1,1.0
00168398,low,robust,0,1,1,1,1.0
00168398,low,baseline,1,0,0,2,0.5
00168398,low,robust,1,0,0,2,0.5
00168398,low,baseline,1,1,1,1,1.0
00168398,low,robust,1,1,1,1,1.0
00168398,low,baseline,2,0,1,1,1.0
00168398,low,robust,2,0,1,1,1.0
00168398,low,baseline,2,1,1,1,1.0
00168398,low,robust,2,1,0,2,0.5
00168398,low,baseline,3,0,1,1,1.0
00168398,low,robust,3,0,0,2,0.5
00168398,low,baseline,3,1,1,1,1.0
00168398,low,robust,3,1,0,2,0.5
00168398,low,baseline,4,0,1,1,1.0
00168398,low,robust,4,0,1,1,1.0
00168398,low,baseline,4,1,0,19,0.052632
00168398,low,robust,4,1,1,1,1.0
00139754,low,baseline,0,0,1,1,1.0
00139754,low,robust,0,0,1,1,1.0
00139754,low,baseline,0,1,1,1,1.0
00139754,low,robust,0,1,1,1,1.0
00139754,low,baseline,1,0,0,2,0.5
00139754,low,robust,1,0,1,1,1.0
00139754,low,baseline,1,1,1,1,1.0
00139754,low,robust,1,1,1,1,1.0
00139754,low,baseline,2,0,1,1,1.0
00139754,low,robust,2,0,1,1,1.0
00139754,low,baseline,2,1,1,1,1.0
00139754,low,robust,2,1,0,2,0.5
00139754,low,baseline,3,0,0,12,0.083333
00139754,low,robust,3,0,0,36,0.027778
00139754,low,baseline,3,1,0,6,0.166667
00139754,low,robust,3,1,0,25,0.04
00139754,low,baseline,4,0,1,1,1.0
00139754,low,robust,4,0,1,1,1.0
00139754,low,baseline,4,1,0,8,0.125
00139754,low,robust,4,1,0,2,0.5
00043616,low,baseline,0,0,1,1,1.0
00043616,low,robust,0,0,1,1,1.0
00043616,low,baseline,0,1,1,1,1.0
00043616,low,robust,0,1,1,1,1.0
00043616,low,baseline,1,0,1,1,1.0
00043616,low,robust,1,0,1,1,1.0
00043616,low,baseline,1,1,1,1,1.0
00043616,low,robust,1,1,1,1,1.0
00043616,low,baseline,2,0,1,1,1.0
00043616,low,robust,2,0,1,1,1.0
00043616,low,baseline,2,1,1,1,1.0
00043616,low,robust,2,1,1,1,1.0
00043616,low,baseline,3,0,1,1,1.0
00043616,low,robust,3,0,1,1,1.0
00043616,low,baseline,3,1,1,1,1.0
00043616,low,robust,3,1,1,1,1.0
00043616,low,baseline,4,0,1,1,1.0
00043616,low,robust,4,0,1,1,1.0
00043616,low,baseline,4,1,1,1,1.0
00043616,low,robust,4,1,0,2,0.5
00287838,low,baseline,0,0,1,1,1.0
00287838,low,robust,0,0,1,1,1.0
00287838,low,baseline,0,1,1,1,1.0
00287838,low,robust,0,1,1,1,1.0
00287838,low,baseline,1,0,1,1,1.0
00287838,low,robust,1,0,1,1,1.0
00287838,low,baseline,1,1,1,1,1.0
00287838,low,robust,1,1,1,1,1.0
00287838,low,baseline,2,0,1,1,1.0
00287838,low,robust,2,0,1,1,1.0
00287838,low,baseline,2,1,1,1,1.0
00287838,low,robust,2,1,1,1,1.0
00287838,low,baseline,3,0,1,1,1.0
00287838,low,robust,3,0,1,1,1.0
00287838,low,baseline,3,1,0,2,0.5
00287838,low,robust,3,1,1,1,1.0
00287838,low,baseline,4,0,0,28,0.035714
00287838,low,robust,4,0,0,30,0.033333
00287838,low,baseline,4,1,0,7,0.142857
00287838,low,robust,4,1,1,1,1.0
00098042,low,baseline,0,0,1,1,1.0
00098042,low,robust,0,0,1,1,1.0
00098042,low,baseline,0,1,1,1,1.0
00098042,low,robust,0,1,1,1,1.0
00098042,low,baseline,1,0,1,1,1.0
00098042,low,robust,1,0,0,2,0.5
00098042,low,baseline,1,1,1,1,1.0
00098042,low,robust,1,1,0,2,0.5
00098042,low,baseline,2,0,1,1,1.0
00098042,low,robust,2,0,1,1,1.0
00098042,low,baseline,2,1,0,2,0.5
00098042,low,robust,2,1,0,2,0.5
00098042,low,baseline,3,0,0,3,0.333333
00098042,low,robust,3,0,0,2,0.5
00098042,low,baseline,3,1,0,2,0.5
00098042,low,robust,3,1,0,2,0.5
00098042,low,baseline,4,0,0,3,0.333333
00098042,low,robust,4,0,0,2,0.5
00098042,low,baseline,4,1,0,5,0.2
00098042,low,robust,4,1,0,4,0.25
00131359,low,baseline,0,0,1,1,1.0
00131359,low,robust,0,0,1,1,1.0
00131359,low,baseline,0,1,1,1,1.0
00131359,low,robust,0,1,1,1,1.0
00131359,low,baseline,1,0,1,1,1.0
00131359,low,robust,1,0,1,1,1.0
00131359,low,baseline,1,1,1,1,1.0
00131359,low,robust,1,1,1,1,1.0
00131359,low,baseline,2,0,1,1,1.0
00131359,low,robust,2,0,1,1,1.0
00131359,low,baseline,2,1,0,2,0.5
00131359,low,robust,2,1,1,1,1.0
00131359,low,baseline,3,0,0,12,0.083333
00131359,low,robust,3,0,0,2,0.5
00131359,low,baseline,3,1,0,52,0.019231
00131359,low,robust,3,1,1,1,1.0
00131359,low,baseline,4,0,0,3,0.333333
00131359,low,robust,4,0,0,2,0.5
00131359,low,baseline,4,1,0,2,0.5
00131359,low,robust,4,1,1,1,1.0
00268318,low,baseline,0,0,1,1,1.0
00268318,low,robust,0,0,1,1,1.0
00268318,low,baseline,0,1,1,1,1.0
00268318,low,robust,0,1,1,1,1.0
00268318,low,baseline,1,0,1,1,1.0
00268318,low,robust,1,0,1,1,1.0
00268318,low,baseline,1,1,1,1,1.0
00268318,low,robust,1,1,1,1,1.0
00268318,low,baseline,2,0,1,1,1.0
00268318,low,robust,2,0,1,1,1.0
00268318,low,baseline,2,1,1,1,1.0
00268318,low,robust,2,1,0,2,0.5
00268318,low,baseline,3,0,1,1,1.0
00268318,low,robust,3,0,0,6,0.166667
00268318,low,baseline,3,1,1,1,1.0
00268318,low,robust,3,1,1,1,1.0
00268318,low,baseline,4,0,1,1,1.0
00268318,low,robust,4,0,0,3,0.333333
00268318,low,baseline,4,1,1,1,1.0
00268318,low,robust,4,1,0,3,0.333333
00286320,low,baseline,0,0,1,1,1.0
00286320,low,robust,0,0,1,1,1.0
00286320,low,baseline,0,1,1,1,1.0
00286320,low,robust,0,1,1,1,1.0
00286320,low,baseline,1,0,1,1,1.0
00286320,low,robust,1,0,1,1,1.0
00286320,low,baseline,1,1,1,1,1.0
00286320,low,robust,1,1,1,1,1.0
00286320,low,baseline,2,0,1,1,1.0
00286320,low,robust,2,0,1,1,1.0
00286320,low,baseline,2,1,1,1,1.0
00286320,low,robust,2,1,1,1,1.0
00286320,low,baseline,3,0,0,5,0.2
00286320,low,robust,3,0,0,11,0.090909
00286320,low,baseline,3,1,0,4,0.25
00286320,low,robust,3,1,0,3,0.333333
00286320,low,baseline,4,0,0,4,0.25
00286320,low,robust,4,0,0,10,0.1
00286320,low,baseline,4,1,1,1,1.0
00286320,low,robust,4,1,1,1,1.0
00082961,low,baseline,0,0,1,1,1.0
00082961,low,robust,0,0,1,1,1.0
00082961,low,baseline,0,1,1,1,1.0
00082961,low,robust,0,1,1,1,1.0
00082961,low,baseline,1,0,1,1,1.0
00082961,low,robust,1,0,1,1,1.0
00082961,low,baseline,1,1,1,1,1.0
00082961,low,robust,1,1,1,1,1.0
00082961,low,baseline,2,0,1,1,1.0
00082961,low,robust,2,0,1,1,1.0
00082961,low,baseline,2,1,1,1,1.0
00082961,low,robust,2,1,1,1,1.0
00082961,low,baseline,3,0,0,27,0.037037
00082961,low,robust,3,0,1,1,1.0
00082961,low,baseline,3,1,1,1,1.0
00082961,low,robust,3,1,1,1,1.0
00082961,low,baseline,4,0,1,1,1.0
00082961,low,robust,4,0,1,1,1.0
00082961,low,baseline,4,1,1,1,1.0
00082961,low,robust,4,1,1,1,1.0
00062929,low,baseline,0,0,1,1,1.0
00062929,low,robust,0,0,1,1,1.0
00062929,low,baseline,0,1,1,1,1.0
00062929,low,robust,0,1,1,1,1.0
00062929,low,baseline,1,0,1,1,1.0
00062929,low,robust,1,0,1,1,1.0
00062929,low,baseline,1,1,1,1,1.0
00062929,low,robust,1,1,1,1,1.0
00062929,low,baseline,2,0,1,1,1.0
00062929,low,robust,2,0,1,1,1.0
00062929,low,baseline,2,1,1,1,1.0
00062929,low,robust,2,1,1,1,1.0
00062929,low,baseline,3,0,1,1,1.0
00062929,low,robust,3,0,1,1,1.0
00062929,low,baseline,3,1,1,1,1.0
00062929,low,robust,3,1,1,1,1.0
00062929,low,baseline,4,0,1,1,1.0
00062929,low,robust,4,0,1,1,1.0
00062929,low,baseline,4,1,0,18,0.055556
00062929,low,robust,4,1,0,213,0.004695
00078689,low,baseline,0,0,1,1,1.0
00078689,low,robust,0,0,1,1,1.0
00078689,low,baseline,0,1,1,1,1.0
00078689,low,robust,0,1,1,1,1.0
00078689,low,baseline,1,0,1,1,1.0
00078689,low,robust,1,0,1,1,1.0
00078689,low,baseline,1,1,1,1,1.0
00078689,low,robust,1,1,1,1,1.0
00078689,low,baseline,2,0,1,1,1.0
00078689,low,robust,2,0,1,1,1.0
00078689,low,baseline,2,1,1,1,1.0
00078689,low,robust,2,1,1,1,1.0
00078689,low,baseline,3,0,1,1,1.0
00078689,low,robust,3,0,1,1,1.0
00078689,low,baseline,3,1,1,1,1.0
00078689,low,robust,3,1,1,1,1.0
00078689,low,baseline,4,0,0,9,0.111111
00078689,low,robust,4,0,0,35,0.028571
00078689,low,baseline,4,1,0,15,0.066667
00078689,low,robust,4,1,0,70,0.014286
00215035,low,baseline,0,0,1,1,1.0
00215035,low,robust,0,0,1,1,1.0
00215035,low,baseline,0,1,1,1,1.0
00215035,low,robust,0,1,1,1,1.0
00215035,low,baseline,1,0,1,1,1.0
00215035,low,robust,1,0,1,1,1.0
00215035,low,baseline,1,1,1,1,1.0
00215035,low,robust,1,1,1,1,1.0
00215035,low,baseline,2,0,1,1,1.0
00215035,low,robust,2,0,0,2,0.5
00215035,low,baseline,2,1,1,1,1.0
00215035,low,robust,2,1,1,1,1.0
00215035,low,baseline,3,0,1,1,1.0
00215035,low,robust,3,0,0,2,0.5
00215035,low,baseline,3,1,1,1,1.0
00215035,low,robust,3,1,0,5,0.2
00215035,low,baseline,4,0,1,1,1.0
00215035,low,robust,4,0,0,2,0.5
00215035,low,baseline,4,1,1,1,1.0
00215035,low,robust,4,1,1,1,1.0
00272871,low,baseline,0,0,1,1,1.0
00272871,low,robust,0,0,1,1,1.0
00272871,low,baseline,0,1,1,1,1.0
00272871,low,robust,0,1,1,1,1.0
00272871,low,baseline,1,0,1,1,1.0
00272871,low,robust,1,0,1,1,1.0
00272871,low,baseline,1,1,1,1,1.0
00272871,low,robust,1,1,1,1,1.0
00272871,low,baseline,2,0,1,1,1.0
00272871,low,robust,2,0,1,1,1.0
00272871,low,baseline,2,1,1,1,1.0
00272871,low,robust,2,1,1,1,1.0
00272871,low,baseline,3,0,1,1,1.0
00272871,low,robust,3,0,1,1,1.0
00272871,low,baseline,3,1,1,1,1.0
00272871,low,robust,3,1,1,1,1.0
00272871,low,baseline,4,0,0,50,0.02
00272871,low,robust,4,0,0,19,0.052632
00272871,low,baseline,4,1,0,18,0.055556
00272871,low,robust,4,1,0,13,0.076923
00284177,low,baseline,0,0,1,1,1.0
00284177,low,robust,0,0,1,1,1.0
00284177,low,baseline,0,1,1,1,1.0
00284177,low,robust,0,1,1,1,1.0
00284177,low,baseline,1,0,1,1,1.0
00284177,low,robust,1,0,1,1,1.0
00284177,low,baseline,1,1,1,1,1.0
00284177,low,robust,1,1,1,1,1.0
00284177,low,baseline,2,0,1,1,1.0
00284177,low,robust,2,0,1,1,1.0
00284177,low,baseline,2,1,1,1,1.0
00284177,low,robust,2,1,1,1,1.0
00284177,low,baseline,3,0,1,1,1.0
00284177,low,robust,3,0,1,1,1.0
00284177,low,baseline,3,1,0,37,0.027027
00284177,low,robust,3,1,1,1,1.0
00284177,low,baseline,4,0,1,1,1.0
00284177,low,robust,4,0,1,1,1.0
00284177,low,baseline,4,1,0,5,0.2
00284177,low,robust,4,1,0,5,0.2
00302881,low,baseline,0,0,1,1,1.0
00302881,low,robust,0,0,1,1,1.0
00302881,low,baseline,0,1,1,1,1.0
00302881,low,robust,0,1,1,1,1.0
00302881,low,baseline,1,0,1,1,1.0
00302881,low,robust,1,0,1,1,1.0
00302881,low,baseline,1,1,1,1,1.0
00302881,low,robust,1,1,1,1,1.0
00302881,low,baseline,2,0,1,1,1.0
00302881,low,robust,2,0,1,1,1.0
00302881,low,baseline,2,1,1,1,1.0
00302881,low,robust,2,1,1,1,1.0
00302881,low,baseline,3,0,1,1,1.0
00302881,low,robust,3,0,0,2,0.5
00302881,low,baseline,3,1,1,1,1.0
00302881,low,robust,3,1,1,1,1.0
00302881,low,baseline,4,0,1,1,1.0
00302881,low,robust,4,0,0,2,0.5
00302881,low,baseline,4,1,1,1,1.0
00302881,low,robust,4,1,0,2,0.5
00022064,low,baseline,0,0,1,1,1.0
00022064,low,robust,0,0,1,1,1.0
00022064,low,baseline,0,1,1,1,1.0
00022064,low,robust,0,1,1,1,1.0
00022064,low,baseline,1,0,1,1,1.0
00022064,low,robust,1,0,1,1,1.0
00022064,low,baseline,1,1,1,1,1.0
00022064,low,robust,1,1,1,1,1.0
00022064,low,baseline,2,0,1,1,1.0
00022064,low,robust,2,0,0,9,0.111111
00022064,low,baseline,2,1,1,1,1.0
00022064,low,robust,2,1,1,1,1.0
00022064,low,baseline,3,0,1,1,1.0
00022064,low,robust,3,0,0,32,0.03125
00022064,low,baseline,3,1,1,1,1.0
00022064,low,robust,3,1,0,17,0.058824
00022064,low,baseline,4,0,1,1,1.0
00022064,low,robust,4,0,1,1,1.0
00022064,low,baseline,4,1,1,1,1.0
00022064,low,robust,4,1,1,1,1.0
00072862,low,baseline,0,0,1,1,1.0
00072862,low,robust,0,0,1,1,1.0
00072862,low,baseline,0,1,1,1,1.0
00072862,low,robust,0,1,1,1,1.0
00072862,low,baseline,1,0,1,1,1.0
00072862,low,robust,1,0,1,1,1.0
00072862,low,baseline,1,1,1,1,1.0
00072862,low,robust,1,1,1,1,1.0
00072862,low,baseline,2,0,1,1,1.0
00072862,low,robust,2,0,1,1,1.0
00072862,low,baseline,2,1,1,1,1.0
00072862,low,robust,2,1,1,1,1.0
00072862,low,baseline,3,0,1,1,1.0
00072862,low,robust,3,0,1,1,1.0
00072862,low,baseline,3,1,1,1,1.0
00072862,low,robust,3,1,1,1,1.0
00072862,low,baseline,4,0,1,1,1.0
00072862,low,robust,4,0,1,1,1.0
00072862,low,baseline,4,1,1,1,1.0
00072862,low,robust,4,1,1,1,1.0
00264370,low,baseline,0,0,1,1,1.0
00264370,low,robust,0,0,1,1,1.0
00264370,low,baseline,0,1,1,1,1.0
00264370,low,robust,0,1,1,1,1.0
00264370,low,baseline,1,0,1,1,1.0
00264370,low,robust,1,0,1,1,1.0
00264370,low,baseline,1,1,1,1,1.0
00264370,low,robust,1,1,1,1,1.0
00264370,low,baseline,2,0,1,1,1.0
00264370,low,robust,2,0,1,1,1.0
00264370,low,baseline,2,1,1,1,1.0
00264370,low,robust,2,1,1,1,1.0
00264370,low,baseline,3,0,1,1,1.0
00264370,low,robust,3,0,1,1,1.0
00264370,low,baseline,3,1,1,1,1.0
00264370,low,robust,3,1,1,1,1.0
00264370,low,baseline,4,0,1,1,1.0
00264370,low,robust,4,0,1,1,1.0
00264370,low,baseline,4,1,1,1,1.0
00264370,low,robust,4,1,1,1,1.0
00209308,low,baseline,0,0,1,1,1.0
00209308,low,robust,0,0,1,1,1.0
00209308,low,baseline,0,1,1,1,1.0
00209308,low,robust,0,1,1,1,1.0
00209308,low,baseline,1,0,1,1,1.0
00209308,low,robust,1,0,1,1,1.0
00209308,low,baseline,1,1,1,1,1.0
00209308,low,robust,1,1,1,1,1.0
00209308,low,baseline,2,0,1,1,1.0
00209308,low,robust,2,0,1,1,1.0
00209308,low,baseline,2,1,1,1,1.0
00209308,low,robust,2,1,1,1,1.0
00209308,low,baseline,3,0,0,171,0.005848
00209308,low,robust,3,0,0,2,0.5
00209308,low,baseline,3,1,0,2,0.5
00209308,low,robust,3,1,0,4,0.25
00209308,low,baseline,4,0,1,1,1.0
00209308,low,robust,4,0,1,1,1.0
00209308,low,baseline,4,1,1,1,1.0
00209308,low,robust,4,1,0,6,0.166667
00132510,low,baseline,0,0,1,1,1.0
00132510,low,robust,0,0,1,1,1.0
00132510,low,baseline,0,1,1,1,1.0
00132510,low,robust,0,1,1,1,1.0
00132510,low,baseline,1,0,1,1,1.0
00132510,low,robust,1,0,1,1,1.0
00132510,low,baseline,1,1,1,1,1.0
00132510,low,robust,1,1,1,1,1.0
00132510,low,baseline,2,0,1,1,1.0
00132510,low,robust,2,0,1,1,1.0
00132510,low,baseline,2,1,1,1,1.0
00132510,low,robust,2,1,1,1,1.0
00132510,low,baseline,3,0,1,1,1.0
00132510,low,robust,3,0,1,1,1.0
00132510,low,baseline,3,1,0,4,0.25
00132510,low,robust,3,1,1,1,1.0
00132510,low,baseline,4,0,1,1,1.0
00132510,low,robust,4,0,1,1,1.0
00132510,low,baseline,4,1,1,1,1.0
00132510,low,robust,4,1,1,1,1.0
00264702,low,baseline,0,0,1,1,1.0
00264702,low,robust,0,0,1,1,1.0
00264702,low,baseline,0,1,1,1,1.0
00264702,low,robust,0,1,1,1,1.0
00264702,low,baseline,1,0,1,1,1.0
00264702,low,robust,1,0,1,1,1.0
00264702,low,baseline,1,1,1,1,1.0
00264702,low,robust,1,1,1,1,1.0
00264702,low,baseline,2,0,0,2,0.5
00264702,low,robust,2,0,1,1,1.0
00264702,low,baseline,2,1,0,2,0.5
00264702,low,robust,2,1,1,1,1.0
00264702,low,baseline,3,0,0,36,0.027778
00264702,low,robust,3,0,0,3,0.333333
00264702,low,baseline,3,1,0,5,0.2
00264702,low,robust,3,1,1,1,1.0
00264702,low,baseline,4,0,0,5,0.2
00264702,low,robust,4,0,0,2,0.5
00264702,low,baseline,4,1,1,1,1.0
00264702,low,robust,4,1,1,1,1.0
00147043,low,baseline,0,0,1,1,1.0
00147043,low,robust,0,0,1,1,1.0
00147043,low,baseline,0,1,1,1,1.0
00147043,low,robust,0,1,1,1,1.0
00147043,low,baseline,1,0,1,1,1.0
00147043,low,robust,1,0,1,1,1.0
00147043,low,baseline,1,1,1,1,1.0
00147043,low,robust,1,1,1,1,1.0
00147043,low,baseline,2,0,1,1,1.0
00147043,low,robust,2,0,1,1,1.0
00147043,low,baseline,2,1,1,1,1.0
00147043,low,robust,2,1,1,1,1.0
00147043,low,baseline,3,0,0,2,0.5
00147043,low,robust,3,0,0,4,0.25
00147043,low,baseline,3,1,1,1,1.0
00147043,low,robust,3,1,0,3,0.333333
00147043,low,baseline,4,0,1,1,1.0
00147043,low,robust,4,0,1,1,1.0
00147043,low,baseline,4,1,1,1,1.0
00147043,low,robust,4,1,1,1,1.0
00219906,low,baseline,0,0,1,1,1.0
00219906,low,robust,0,0,1,1,1.0
00219906,low,baseline,0,1,1,1,1.0
00219906,low,robust,0,1,1,1,1.0
00219906,low,baseline,1,0,1,1,1.0
00219906,low,robust,1,0,1,1,1.0
00219906,low,baseline,1,1,1,1,1.0
00219906,low,robust,1,1,1,1,1.0
00219906,low,baseline,2,0,1,1,1.0
00219906,low,robust,2,0,1,1,1.0
00219906,low,baseline,2,1,1,1,1.0
00219906,low,robust,2,1,1,1,1.0
00219906,low,baseline,3,0,1,1,1.0
00219906,low,robust,3,0,1,1,1.0
00219906,low,baseline,3,1,1,1,1.0
00219906,low,robust,3,1,1,1,1.0
00219906,low,baseline,4,0,1,1,1.0
00219906,low,robust,4,0,1,1,1.0
00219906,low,baseline,4,1,0,21,0.047619
00219906,low,robust,4,1,0,33,0.030303
00287589,low,baseline,0,0,1,1,1.0
00287589,low,robust,0,0,1,1,1.0
00287589,low,baseline,0,1,1,1,1.0
00287589,low,robust,0,1,1,1,1.0
00287589,low,baseline,1,0,1,1,1.0
00287589,low,robust,1,0,1,1,1.0
00287589,low,baseline,1,1,1,1,1.0
00287589,low,robust,1,1,1,1,1.0
00287589,low,baseline,2,0,1,1,1.0
00287589,low,robust,2,0,1,1,1.0
00287589,low,baseline,2,1,1,1,1.0
00287589,low,robust,2,1,1,1,1.0
00287589,low,baseline,3,0,0,2,0.5
00287589,low,robust,3,0,0,2,0.5
00287589,low,baseline,3,1,0,2,0.5
00287589,low,robust,3,1,0,2,0.5
00287589,low,baseline,4,0,0,2,0.5
00287589,low,robust,4,0,1,1,1.0
00287589,low,baseline,4,1,0,2,0.5
00287589,low,robust,4,1,1,1,1.0
00014617,low,baseline,0,0,1,1,1.0
00014617,low,robust,0,0,1,1,1.0
00014617,low,baseline,0,1,1,1,1.0
00014617,low,robust,0,1,1,1,1.0
00014617,low,baseline,1,0,1,1,1.0
00014617,low,robust,1,0,1,1,1.0
00014617,low,baseline,1,1,1,1,1.0
00014617,low,robust,1,1,1,1,1.0
00014617,low,baseline,2,0,1,1,1.0
