sample_group,sample_id,action_json_file,action_json_path,image_count_in_cad,example_image_paths,example_view_indices,event_count,pair_count,unique_action_count,span_ms,extrusion_pair_count,complexity_score,complexity_label
top15_overlap_high,00085031,00085031.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00085031.json,5,images/0008/00085031_2.png | images/0008/00085031_1.png | images/0008/00085031_4.png | images/0008/00085031_3.png | images/0008/00085031_0.png,"0,1,2,3,4",126,63,6,53161.0,10,0.666578,high
top15_overlap_high,00026987,00026987.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00026987.json,4,images/0002/00026987_0.png | images/0002/00026987_1.png | images/0002/00026987_2.png | images/0002/00026987_3.png,"0,1,2,3",132,66,6,34649.0,10,0.66585,high
top15_overlap_high,00240998,00240998.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00240998.json,5,images/0024/00240998_2.png | images/0024/00240998_4.png | images/0024/00240998_0.png | images/0024/00240998_1.png | images/0024/00240998_3.png,"0,1,2,3,4",134,67,6,37946.0,9,0.663541,high
top15_overlap_high,00075025,00075025.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00075025.json,5,images/0007/00075025_0.png | images/0007/00075025_4.png | images/0007/00075025_3.png | images/0007/00075025_2.png | images/0007/00075025_1.png,"0,1,2,3,4",132,66,6,42705.0,9,0.662228,high
top15_overlap_high,00262583,00262583.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00262583.json,5,images/0026/00262583_4.png | images/0026/00262583_0.png | images/0026/00262583_2.png | images/0026/00262583_1.png | images/0026/00262583_3.png,"0,1,2,3,4",130,65,6,36974.0,10,0.661855,high
top15_overlap_high,00059835,00059835.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00059835.json,5,images/0005/00059835_2.png | images/0005/00059835_1.png | images/0005/00059835_0.png | images/0005/00059835_3.png | images/0005/00059835_4.png,"0,1,2,3,4",134,67,6,34914.0,9,0.6602,high
top15_overlap_high,00130467,00130467.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00130467.json,5,images/0013/00130467_2.png | images/0013/00130467_4.png | images/0013/00130467_1.png | images/0013/00130467_0.png | images/0013/00130467_3.png,"0,1,2,3,4",132,66,6,33891.0,9,0.652515,high
top15_overlap_high,00193778,00193778.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00193778.json,5,images/0019/00193778_2.png | images/0019/00193778_0.png | images/0019/00193778_1.png | images/0019/00193778_3.png | images/0019/00193778_4.png,"0,1,2,3,4",130,65,6,36686.0,9,0.649038,high
top15_overlap_high,00076822,00076822.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00076822.json,5,images/0007/00076822_0.png | images/0007/00076822_1.png | images/0007/00076822_4.png | images/0007/00076822_2.png | images/0007/00076822_3.png,"0,1,2,3,4",126,63,6,44697.0,9,0.644751,high
top15_overlap_high,00157302,00157302.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00157302.json,5,images/0015/00157302_1.png | images/0015/00157302_2.png | images/0015/00157302_3.png | images/0015/00157302_4.png | images/0015/00157302_0.png,"0,1,2,3,4",126,63,6,54155.0,8,0.642673,high
top15_overlap_high,00195000,00195000.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00195000.json,5,images/0019/00195000_3.png | images/0019/00195000_0.png | images/0019/00195000_2.png | images/0019/00195000_4.png | images/0019/00195000_1.png,"0,1,2,3,4",128,64,6,36573.0,9,0.642356,high
top15_overlap_high,00267506,00267506.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00267506.json,5,images/0026/00267506_3.png | images/0026/00267506_0.png | images/0026/00267506_1.png | images/0026/00267506_2.png | images/0026/00267506_4.png,"0,1,2,3,4",124,62,6,36451.0,10,0.641606,high
top15_overlap_high,00184696,00184696.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00184696.json,5,images/0018/00184696_4.png | images/0018/00184696_0.png | images/0018/00184696_3.png | images/0018/00184696_1.png | images/0018/00184696_2.png,"0,1,2,3,4",132,66,6,35074.0,8,0.641319,high
top15_overlap_high,00081512,00081512.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00081512.json,5,images/0008/00081512_4.png | images/0008/00081512_0.png | images/0008/00081512_2.png | images/0008/00081512_1.png | images/0008/00081512_3.png,"0,1,2,3,4",128,64,6,35463.0,9,0.641132,high
top15_overlap_medium,00053961,00053961.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00053961.json,5,images/0005/00053961_1.png | images/0005/00053961_2.png | images/0005/00053961_3.png | images/0005/00053961_0.png | images/0005/00053961_4.png,"0,1,2,3,4",46,23,5,16676.0,5,0.226577,medium
top15_overlap_medium,00160917,00160917.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00160917.json,5,images/0016/00160917_2.png | images/0016/00160917_0.png | images/0016/00160917_1.png | images/0016/00160917_3.png | images/0016/00160917_4.png,"0,1,2,3,4",46,23,5,16660.0,5,0.226559,medium
top15_overlap_medium,00180834,00180834.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00180834.json,5,images/0018/00180834_0.png | images/0018/00180834_1.png | images/0018/00180834_3.png | images/0018/00180834_2.png | images/0018/00180834_4.png,"0,1,2,3,4",48,24,5,22043.0,4,0.226549,medium
top15_overlap_medium,00281353,00281353.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00281353.json,5,images/0028/00281353_2.png | images/0028/00281353_0.png | images/0028/00281353_1.png | images/0028/00281353_3.png | images/0028/00281353_4.png,"0,1,2,3,4",68,34,4,19222.0,5,0.226514,medium
top15_overlap_medium,00020408,00020408.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00020408.json,5,images/0002/00020408_3.png | images/0002/00020408_1.png | images/0002/00020408_0.png | images/0002/00020408_2.png | images/0002/00020408_4.png,"0,1,2,3,4",70,35,4,13259.0,5,0.2265,medium
top15_overlap_medium,00200338,00200338.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00200338.json,5,images/0020/00200338_3.png | images/0020/00200338_4.png | images/0020/00200338_0.png | images/0020/00200338_1.png | images/0020/00200338_2.png,"0,1,2,3,4",46,23,5,16583.0,5,0.226475,medium
top15_overlap_medium,00097840,00097840.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00097840.json,5,images/0009/00097840_0.png | images/0009/00097840_2.png | images/0009/00097840_3.png | images/0009/00097840_4.png | images/0009/00097840_1.png,"0,1,2,3,4",70,35,4,13235.0,5,0.226474,medium
top15_overlap_medium,00005929,00005929.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00005929.json,5,images/0000/00005929_1.png | images/0000/00005929_2.png | images/0000/00005929_3.png | images/0000/00005929_0.png | images/0000/00005929_4.png,"0,1,2,3,4",46,23,5,16495.0,5,0.226378,medium
top15_overlap_medium,00193926,00193926.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00193926.json,5,images/0019/00193926_4.png | images/0019/00193926_0.png | images/0019/00193926_3.png | images/0019/00193926_1.png | images/0019/00193926_2.png,"0,1,2,3,4",70,35,4,13132.0,5,0.22636,medium
top15_overlap_medium,00071628,00071628.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00071628.json,5,images/0007/00071628_1.png | images/0007/00071628_2.png | images/0007/00071628_3.png | images/0007/00071628_4.png | images/0007/00071628_0.png,"0,1,2,3,4",46,23,5,16446.0,5,0.226324,medium
top15_overlap_medium,00207361,00207361.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00207361.json,5,images/0020/00207361_1.png | images/0020/00207361_3.png | images/0020/00207361_0.png | images/0020/00207361_2.png | images/0020/00207361_4.png,"0,1,2,3,4",60,30,5,8807.0,2,0.226307,medium
top15_overlap_medium,00082889,00082889.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00082889.json,5,images/0008/00082889_2.png | images/0008/00082889_0.png | images/0008/00082889_1.png | images/0008/00082889_3.png | images/0008/00082889_4.png,"0,1,2,3,4",70,35,4,13060.0,5,0.226281,medium
top15_overlap_medium,00137666,00137666.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00137666.json,5,images/0013/00137666_3.png | images/0013/00137666_2.png | images/0013/00137666_0.png | images/0013/00137666_1.png | images/0013/00137666_4.png,"0,1,2,3,4",70,35,4,12971.0,5,0.226183,medium
top15_overlap_medium,00142801,00142801.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00142801.json,5,images/0014/00142801_0.png | images/0014/00142801_1.png | images/0014/00142801_2.png | images/0014/00142801_3.png | images/0014/00142801_4.png,"0,1,2,3,4",46,23,5,16311.0,5,0.226175,medium
top15_overlap_medium,00257792,00257792.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00257792.json,5,images/0025/00257792_0.png | images/0025/00257792_1.png | images/0025/00257792_3.png | images/0025/00257792_2.png | images/0025/00257792_4.png,"0,1,2,3,4",72,36,4,18356.0,4,0.226174,medium
top15_overlap_low,00284851,00284851.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00284851.json,5,images/0028/00284851_4.png | images/0028/00284851_2.png | images/0028/00284851_3.png | images/0028/00284851_1.png | images/0028/00284851_0.png,"0,1,2,3,4",40,20,4,10258.0,3,0.099832,low
top15_overlap_low,00186673,00186673.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00186673.json,5,images/0018/00186673_0.png | images/0018/00186673_2.png | images/0018/00186673_4.png | images/0018/00186673_1.png | images/0018/00186673_3.png,"0,1,2,3,4",22,11,5,7093.0,2,0.099828,low
top15_overlap_low,00026674,00026674.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00026674.json,3,images/0002/00026674_0.png | images/0002/00026674_2.png | images/0002/00026674_3.png,"0,2,3",22,11,5,7091.0,2,0.099826,low
top15_overlap_low,00245394,00245394.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00245394.json,5,images/0024/00245394_2.png | images/0024/00245394_0.png | images/0024/00245394_3.png | images/0024/00245394_4.png | images/0024/00245394_1.png,"0,1,2,3,4",22,11,5,7080.0,2,0.099814,low
top15_overlap_low,00102043,00102043.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00102043.json,5,images/0010/00102043_2.png | images/0010/00102043_1.png | images/0010/00102043_3.png | images/0010/00102043_0.png | images/0010/00102043_4.png,"0,1,2,3,4",40,20,4,10238.0,3,0.09981,low
top15_overlap_low,00059107,00059107.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00059107.json,5,images/0005/00059107_0.png | images/0005/00059107_2.png | images/0005/00059107_3.png | images/0005/00059107_4.png | images/0005/00059107_1.png,"0,1,2,3,4",40,20,4,10208.0,3,0.099777,low
top15_overlap_low,00103773,00103773.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00103773.json,5,images/0010/00103773_0.png | images/0010/00103773_1.png | images/0010/00103773_3.png | images/0010/00103773_4.png | images/0010/00103773_2.png,"0,1,2,3,4",22,11,5,7044.0,2,0.099774,low
top15_overlap_low,00168282,00168282.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00168282.json,5,images/0016/00168282_2.png | images/0016/00168282_4.png | images/0016/00168282_0.png | images/0016/00168282_1.png | images/0016/00168282_3.png,"0,1,2,3,4",22,11,5,7043.0,2,0.099773,low
top15_overlap_low,00168272,00168272.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00168272.json,5,images/0016/00168272_2.png | images/0016/00168272_0.png | images/0016/00168272_1.png | images/0016/00168272_4.png | images/0016/00168272_3.png,"0,1,2,3,4",22,11,5,7022.0,2,0.09975,low
top15_overlap_low,00167277,00167277.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00167277.json,5,images/0016/00167277_0.png | images/0016/00167277_4.png | images/0016/00167277_1.png | images/0016/00167277_3.png | images/0016/00167277_2.png,"0,1,2,3,4",22,11,5,7004.0,2,0.09973,low
top15_overlap_low,00009998,00009998.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00009998.json,5,images/0000/00009998_0.png | images/0000/00009998_2.png | images/0000/00009998_3.png | images/0000/00009998_1.png | images/0000/00009998_4.png,"0,1,2,3,4",22,11,5,6983.0,2,0.099707,low
top15_overlap_low,00101646,00101646.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00101646.json,5,images/0010/00101646_0.png | images/0010/00101646_2.png | images/0010/00101646_3.png | images/0010/00101646_4.png | images/0010/00101646_1.png,"0,1,2,3,4",40,20,4,10140.0,3,0.099702,low
top15_overlap_low,00217549,00217549.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00217549.json,5,images/0021/00217549_3.png | images/0021/00217549_4.png | images/0021/00217549_0.png | images/0021/00217549_2.png | images/0021/00217549_1.png,"0,1,2,3,4",22,11,5,6965.0,2,0.099687,low
top15_overlap_low,00183884,00183884.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00183884.json,5,images/0018/00183884_0.png | images/0018/00183884_4.png | images/0018/00183884_1.png | images/0018/00183884_3.png | images/0018/00183884_2.png,"0,1,2,3,4",22,11,5,6963.0,2,0.099685,low
top15_overlap_low,00183333,00183333.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00183333.json,5,images/0018/00183333_2.png | images/0018/00183333_1.png | images/0018/00183333_0.png | images/0018/00183333_4.png | images/0018/00183333_3.png,"0,1,2,3,4",22,11,5,6957.0,2,0.099678,low
