sample_id,action_json_file,action_json_path,image_count_in_cad,example_image_paths,example_view_indices,event_count,pair_count,unique_action_count,span_ms,extrusion_pair_count,complexity_score,complexity_label
00258021,00258021.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00258021.json,5,images/0025/00258021_3.png | images/0025/00258021_0.png | images/0025/00258021_2.png | images/0025/00258021_4.png | images/0025/00258021_1.png,"0,1,2,3,4",64,32,6,25340.0,5,0.370141,high
00121340,00121340.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00121340.json,5,images/0012/00121340_3.png | images/0012/00121340_0.png | images/0012/00121340_2.png | images/0012/00121340_1.png | images/0012/00121340_4.png,"0,1,2,3,4",76,38,5,23555.0,8,0.370018,high
00260630,00260630.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00260630.json,5,images/0026/00260630_4.png | images/0026/00260630_0.png | images/0026/00260630_2.png | images/0026/00260630_1.png | images/0026/00260630_3.png,"0,1,2,3,4",64,32,6,25218.0,5,0.370007,high
00268179,00268179.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00268179.json,5,images/0026/00268179_1.png | images/0026/00268179_3.png | images/0026/00268179_0.png | images/0026/00268179_2.png | images/0026/00268179_4.png,"0,1,2,3,4",64,32,6,25141.0,5,0.369922,high
00282141,00282141.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00282141.json,5,images/0028/00282141_2.png | images/0028/00282141_3.png | images/0028/00282141_4.png | images/0028/00282141_0.png | images/0028/00282141_1.png,"0,1,2,3,4",66,33,6,19183.0,5,0.369914,high
00242960,00242960.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00242960.json,5,images/0024/00242960_4.png | images/0024/00242960_1.png | images/0024/00242960_2.png | images/0024/00242960_3.png | images/0024/00242960_0.png,"0,1,2,3,4",84,42,5,22253.0,6,0.369813,high
00074494,00074494.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00074494.json,5,images/0007/00074494_3.png | images/0007/00074494_2.png | images/0007/00074494_4.png | images/0007/00074494_1.png | images/0007/00074494_0.png,"0,1,2,3,4",106,53,4,24849.0,6,0.369805,high
00247911,00247911.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00247911.json,5,images/0024/00247911_0.png | images/0024/00247911_2.png | images/0024/00247911_3.png | images/0024/00247911_4.png | images/0024/00247911_1.png,"0,1,2,3,4",70,35,6,18494.0,4,0.369769,high
00309695,00309695.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00309695.json,1,images/0030/00309695_2.png,2,72,36,6,23829.0,3,0.369705,high
00203398,00203398.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00203398.json,5,images/0020/00203398_3.png | images/0020/00203398_4.png | images/0020/00203398_1.png | images/0020/00203398_0.png | images/0020/00203398_2.png,"0,1,2,3,4",84,42,5,22124.0,6,0.369671,high
00270230,00270230.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00270230.json,5,images/0027/00270230_4.png | images/0027/00270230_1.png | images/0027/00270230_0.png | images/0027/00270230_3.png | images/0027/00270230_2.png,"0,1,2,3,4",64,32,6,24835.0,5,0.369585,high
00260556,00260556.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00260556.json,5,images/0026/00260556_0.png | images/0026/00260556_4.png | images/0026/00260556_1.png | images/0026/00260556_2.png | images/0026/00260556_3.png,"0,1,2,3,4",64,32,6,24828.0,5,0.369577,high
00285070,00285070.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00285070.json,5,images/0028/00285070_4.png | images/0028/00285070_3.png | images/0028/00285070_1.png | images/0028/00285070_0.png | images/0028/00285070_2.png,"0,1,2,3,4",72,36,6,12363.0,4,0.36957,high
00260543,00260543.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00260543.json,5,images/0026/00260543_1.png | images/0026/00260543_0.png | images/0026/00260543_2.png | images/0026/00260543_4.png | images/0026/00260543_3.png,"0,1,2,3,4",64,32,6,24817.0,5,0.369565,high
00258245,00258245.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00258245.json,5,images/0025/00258245_2.png | images/0025/00258245_0.png | images/0025/00258245_4.png | images/0025/00258245_3.png | images/0025/00258245_1.png,"0,1,2,3,4",64,32,6,24806.0,5,0.369553,high
00147489,00147489.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00147489.json,5,images/0014/00147489_3.png | images/0014/00147489_0.png | images/0014/00147489_2.png | images/0014/00147489_4.png | images/0014/00147489_1.png,"0,1,2,3,4",72,36,6,23667.0,3,0.369527,high
00262735,00262735.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00262735.json,5,images/0026/00262735_0.png | images/0026/00262735_1.png | images/0026/00262735_4.png | images/0026/00262735_3.png | images/0026/00262735_2.png,"0,1,2,3,4",76,38,6,23083.0,2,0.369498,high
00260554,00260554.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00260554.json,5,images/0026/00260554_1.png | images/0026/00260554_2.png | images/0026/00260554_3.png | images/0026/00260554_4.png | images/0026/00260554_0.png,"0,1,2,3,4",64,32,6,24648.0,5,0.369378,high
00305260,00305260.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00305260.json,1,images/0030/00305260_4.png,4,98,49,4,36887.0,7,0.369341,high
00260564,00260564.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00260564.json,5,images/0026/00260564_1.png | images/0026/00260564_2.png | images/0026/00260564_3.png | images/0026/00260564_0.png | images/0026/00260564_4.png,"0,1,2,3,4",64,32,6,24611.0,5,0.369338,high
00189428,00189428.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00189428.json,5,images/0018/00189428_2.png | images/0018/00189428_4.png | images/0018/00189428_3.png | images/0018/00189428_0.png | images/0018/00189428_1.png,"0,1,2,3,4",66,33,6,18633.0,5,0.369307,high
00257994,00257994.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00257994.json,5,images/0025/00257994_0.png | images/0025/00257994_3.png | images/0025/00257994_4.png | images/0025/00257994_2.png | images/0025/00257994_1.png,"0,1,2,3,4",64,32,6,24576.0,5,0.369299,high
00260562,00260562.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00260562.json,5,images/0026/00260562_4.png | images/0026/00260562_0.png | images/0026/00260562_1.png | images/0026/00260562_2.png | images/0026/00260562_3.png,"0,1,2,3,4",64,32,6,24527.0,5,0.369245,high
00284906,00284906.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00284906.json,5,images/0028/00284906_2.png | images/0028/00284906_1.png | images/0028/00284906_0.png | images/0028/00284906_3.png | images/0028/00284906_4.png,"0,1,2,3,4",72,36,6,11988.0,4,0.369157,high
00258031,00258031.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00258031.json,5,images/0025/00258031_2.png | images/0025/00258031_4.png | images/0025/00258031_0.png | images/0025/00258031_1.png | images/0025/00258031_3.png,"0,1,2,3,4",64,32,6,24333.0,5,0.369031,high
00190109,00190109.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00190109.json,5,images/0019/00190109_2.png | images/0019/00190109_0.png | images/0019/00190109_1.png | images/0019/00190109_3.png | images/0019/00190109_4.png,"0,1,2,3,4",86,43,5,15571.0,6,0.369007,high
00260582,00260582.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00260582.json,5,images/0026/00260582_2.png | images/0026/00260582_0.png | images/0026/00260582_1.png | images/0026/00260582_4.png | images/0026/00260582_3.png,"0,1,2,3,4",64,32,6,24281.0,5,0.368974,high
00076677,00076677.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00076677.json,5,images/0007/00076677_4.png | images/0007/00076677_1.png | images/0007/00076677_0.png | images/0007/00076677_2.png | images/0007/00076677_3.png,"0,1,2,3,4",84,42,5,21434.0,6,0.36891,high
00108579,00108579.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00108579.json,5,images/0010/00108579_0.png | images/0010/00108579_4.png | images/0010/00108579_1.png | images/0010/00108579_3.png | images/0010/00108579_2.png,"0,1,2,3,4",104,52,4,29892.0,6,0.368805,high
00136936,00136936.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00136936.json,5,images/0013/00136936_0.png | images/0013/00136936_2.png | images/0013/00136936_1.png | images/0013/00136936_3.png | images/0013/00136936_4.png,"0,1,2,3,4",84,42,5,21307.0,6,0.368771,high
00260545,00260545.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00260545.json,5,images/0026/00260545_2.png | images/0026/00260545_4.png | images/0026/00260545_3.png | images/0026/00260545_0.png | images/0026/00260545_1.png,"0,1,2,3,4",64,32,6,24096.0,5,0.36877,high
00186176,00186176.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00186176.json,5,images/0018/00186176_0.png | images/0018/00186176_2.png | images/0018/00186176_3.png | images/0018/00186176_1.png | images/0018/00186176_4.png,"0,1,2,3,4",98,49,4,36320.0,7,0.368716,high
00097394,00097394.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00097394.json,5,images/0009/00097394_1.png | images/0009/00097394_0.png | images/0009/00097394_4.png | images/0009/00097394_3.png | images/0009/00097394_2.png,"0,1,2,3,4",66,33,6,18087.0,5,0.368706,high
00027736,00027736.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00027736.json,4,images/0002/00027736_1.png | images/0002/00027736_2.png | images/0002/00027736_4.png | images/0002/00027736_3.png,"1,2,3,4",102,51,4,24342.0,7,0.368631,high
00301431,00301431.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00301431.json,3,images/0030/00301431_4.png | images/0030/00301431_3.png | images/0030/00301431_0.png,"0,3,4",100,50,4,30268.0,7,0.368604,high
00104074,00104074.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00104074.json,5,images/0010/00104074_1.png | images/0010/00104074_0.png | images/0010/00104074_3.png | images/0010/00104074_4.png | images/0010/00104074_2.png,"0,1,2,3,4",86,43,5,26538.0,5,0.368592,high
00260560,00260560.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00260560.json,5,images/0026/00260560_0.png | images/0026/00260560_3.png | images/0026/00260560_4.png | images/0026/00260560_1.png | images/0026/00260560_2.png,"0,1,2,3,4",64,32,6,23878.0,5,0.36853,high
00258243,00258243.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00258243.json,5,images/0025/00258243_0.png | images/0025/00258243_2.png | images/0025/00258243_4.png | images/0025/00258243_1.png | images/0025/00258243_3.png,"0,1,2,3,4",64,32,6,23867.0,5,0.368518,high
00138315,00138315.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00138315.json,5,images/0013/00138315_2.png | images/0013/00138315_3.png | images/0013/00138315_0.png | images/0013/00138315_4.png | images/0013/00138315_1.png,"0,1,2,3,4",98,49,4,36078.0,7,0.36845,high
00125295,00125295.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00125295.json,5,images/0012/00125295_0.png | images/0012/00125295_3.png | images/0012/00125295_2.png | images/0012/00125295_1.png | images/0012/00125295_4.png,"0,1,2,3,4",84,42,5,20984.0,6,0.368415,high
00059531,00059531.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00059531.json,5,images/0005/00059531_0.png | images/0005/00059531_1.png | images/0005/00059531_4.png | images/0005/00059531_3.png | images/0005/00059531_2.png,"0,1,2,3,4",104,52,4,29523.0,6,0.368398,high
00277592,00277592.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00277592.json,5,images/0027/00277592_2.png | images/0027/00277592_3.png | images/0027/00277592_1.png | images/0027/00277592_0.png | images/0027/00277592_4.png,"0,1,2,3,4",84,42,5,20925.0,6,0.36835,high
00154646,00154646.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00154646.json,5,images/0015/00154646_2.png | images/0015/00154646_4.png | images/0015/00154646_0.png | images/0015/00154646_1.png | images/0015/00154646_3.png,"0,1,2,3,4",70,35,6,28490.0,3,0.368284,high
00132984,00132984.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00132984.json,5,images/0013/00132984_0.png | images/0013/00132984_4.png | images/0013/00132984_1.png | images/0013/00132984_2.png | images/0013/00132984_3.png,"0,1,2,3,4",68,34,6,11744.0,5,0.368273,high
00161037,00161037.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00161037.json,5,images/0016/00161037_2.png | images/0016/00161037_1.png | images/0016/00161037_3.png | images/0016/00161037_0.png | images/0016/00161037_4.png,"0,1,2,3,4",98,49,4,35894.0,7,0.368247,high
00216514,00216514.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00216514.json,5,images/0021/00216514_4.png | images/0021/00216514_1.png | images/0021/00216514_2.png | images/0021/00216514_3.png | images/0021/00216514_0.png,"0,1,2,3,4",92,46,5,19619.0,4,0.36814,high
00258029,00258029.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00258029.json,5,images/0025/00258029_1.png | images/0025/00258029_0.png | images/0025/00258029_4.png | images/0025/00258029_3.png | images/0025/00258029_2.png,"0,1,2,3,4",64,32,6,23511.0,5,0.368126,high
00156745,00156745.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00156745.json,5,images/0015/00156745_3.png | images/0015/00156745_4.png | images/0015/00156745_0.png | images/0015/00156745_2.png | images/0015/00156745_1.png,"0,1,2,3,4",72,36,6,33659.0,2,0.368038,high
00103307,00103307.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00103307.json,5,images/0010/00103307_0.png | images/0010/00103307_2.png | images/0010/00103307_4.png | images/0010/00103307_1.png | images/0010/00103307_3.png,"0,1,2,3,4",92,46,5,19493.0,4,0.368001,high
00181362,00181362.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00181362.json,5,images/0018/00181362_3.png | images/0018/00181362_1.png | images/0018/00181362_0.png | images/0018/00181362_4.png | images/0018/00181362_2.png,"0,1,2,3,4",70,35,6,16849.0,4,0.367956,high
00258005,00258005.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00258005.json,5,images/0025/00258005_1.png | images/0025/00258005_3.png | images/0025/00258005_0.png | images/0025/00258005_2.png | images/0025/00258005_4.png,"0,1,2,3,4",64,32,6,23353.0,5,0.367951,high
00258263,00258263.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00258263.json,5,images/0025/00258263_2.png | images/0025/00258263_1.png | images/0025/00258263_3.png | images/0025/00258263_4.png | images/0025/00258263_0.png,"0,1,2,3,4",64,32,6,23260.0,5,0.367849,high
00304868,00304868.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00304868.json,2,images/0030/00304868_2.png | images/0030/00304868_3.png,"2,3",66,33,6,17165.0,5,0.36769,high
00267680,00267680.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00267680.json,5,images/0026/00267680_0.png | images/0026/00267680_4.png | images/0026/00267680_1.png | images/0026/00267680_3.png | images/0026/00267680_2.png,"0,1,2,3,4",64,32,6,23106.0,5,0.367679,high
00258080,00258080.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00258080.json,5,images/0025/00258080_2.png | images/0025/00258080_3.png | images/0025/00258080_1.png | images/0025/00258080_0.png | images/0025/00258080_4.png,"0,1,2,3,4",64,32,6,22903.0,5,0.367456,high
00241599,00241599.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00241599.json,5,images/0024/00241599_1.png | images/0024/00241599_2.png | images/0024/00241599_3.png | images/0024/00241599_4.png | images/0024/00241599_0.png,"0,1,2,3,4",78,39,5,26511.0,7,0.367333,high
00143152,00143152.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00143152.json,5,images/0014/00143152_4.png | images/0014/00143152_1.png | images/0014/00143152_2.png | images/0014/00143152_0.png | images/0014/00143152_3.png,"0,1,2,3,4",74,37,6,15653.0,3,0.367253,high
00184702,00184702.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00184702.json,5,images/0018/00184702_2.png | images/0018/00184702_0.png | images/0018/00184702_1.png | images/0018/00184702_3.png | images/0018/00184702_4.png,"0,1,2,3,4",68,34,6,22022.0,4,0.367099,high
00062362,00062362.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00062362.json,5,images/0006/00062362_0.png | images/0006/00062362_1.png | images/0006/00062362_2.png | images/0006/00062362_3.png | images/0006/00062362_4.png,"0,1,2,3,4",98,49,4,34837.0,7,0.367082,high
00206197,00206197.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00206197.json,5,images/0020/00206197_2.png | images/0020/00206197_3.png | images/0020/00206197_4.png | images/0020/00206197_1.png | images/0020/00206197_0.png,"0,1,2,3,4",62,31,6,17107.0,6,0.367011,high
00051343,00051343.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00051343.json,5,images/0005/00051343_0.png | images/0005/00051343_2.png | images/0005/00051343_1.png | images/0005/00051343_3.png | images/0005/00051343_4.png,"0,1,2,3,4",68,34,6,21940.0,4,0.367009,high
00095380,00095380.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00095380.json,5,images/0009/00095380_3.png | images/0009/00095380_2.png | images/0009/00095380_1.png | images/0009/00095380_4.png | images/0009/00095380_0.png,"0,1,2,3,4",64,32,6,22497.0,5,0.367008,high
00260558,00260558.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00260558.json,5,images/0026/00260558_1.png | images/0026/00260558_0.png | images/0026/00260558_2.png | images/0026/00260558_3.png | images/0026/00260558_4.png,"0,1,2,3,4",64,32,6,22430.0,5,0.366934,high
00021468,00021468.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00021468.json,2,images/0002/00021468_0.png | images/0002/00021468_1.png,"0,1",66,33,6,27581.0,4,0.366668,high
00103974,00103974.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00103974.json,5,images/0010/00103974_2.png | images/0010/00103974_3.png | images/0010/00103974_4.png | images/0010/00103974_0.png | images/0010/00103974_1.png,"0,1,2,3,4",64,32,6,22090.0,5,0.36656,high
00099146,00099146.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00099146.json,5,images/0009/00099146_4.png | images/0009/00099146_1.png | images/0009/00099146_0.png | images/0009/00099146_3.png | images/0009/00099146_2.png,"0,1,2,3,4",98,49,4,34335.0,7,0.366529,high
00137862,00137862.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00137862.json,5,images/0013/00137862_2.png | images/0013/00137862_1.png | images/0013/00137862_3.png | images/0013/00137862_0.png | images/0013/00137862_4.png,"0,1,2,3,4",96,48,4,28845.0,8,0.366422,high
00015719,00015719.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00015719.json,5,images/0001/00015719_2.png | images/0001/00015719_0.png | images/0001/00015719_3.png | images/0001/00015719_4.png | images/0001/00015719_1.png,"0,1,2,3,4",98,49,5,11367.0,3,0.366218,high
00082322,00082322.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00082322.json,5,images/0008/00082322_4.png | images/0008/00082322_3.png | images/0008/00082322_0.png | images/0008/00082322_2.png | images/0008/00082322_1.png,"0,1,2,3,4",84,42,5,18937.0,6,0.366159,high
00025074,00025074.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00025074.json,4,images/0002/00025074_3.png | images/0002/00025074_4.png | images/0002/00025074_1.png | images/0002/00025074_0.png,"0,1,3,4",92,46,5,17662.0,4,0.365983,high
00286359,00286359.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00286359.json,5,images/0028/00286359_3.png | images/0028/00286359_4.png | images/0028/00286359_0.png | images/0028/00286359_2.png | images/0028/00286359_1.png,"0,1,2,3,4",68,34,6,20981.0,4,0.365952,high
00213126,00213126.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00213126.json,5,images/0021/00213126_2.png | images/0021/00213126_1.png | images/0021/00213126_3.png | images/0021/00213126_4.png | images/0021/00213126_0.png,"0,1,2,3,4",78,39,6,13797.0,2,0.365823,high
00185467,00185467.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00185467.json,5,images/0018/00185467_0.png | images/0018/00185467_2.png | images/0018/00185467_3.png | images/0018/00185467_4.png | images/0018/00185467_1.png,"0,1,2,3,4",66,33,6,15364.0,5,0.365705,high
00078898,00078898.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00078898.json,5,images/0007/00078898_3.png | images/0007/00078898_4.png | images/0007/00078898_2.png | images/0007/00078898_1.png | images/0007/00078898_0.png,"0,1,2,3,4",82,41,5,24370.0,6,0.365589,high
00015702,00015702.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00015702.json,5,images/0001/00015702_1.png | images/0001/00015702_3.png | images/0001/00015702_4.png | images/0001/00015702_0.png | images/0001/00015702_2.png,"0,1,2,3,4",88,44,5,29147.0,4,0.365525,high
00141158,00141158.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00141158.json,5,images/0014/00141158_3.png | images/0014/00141158_4.png | images/0014/00141158_0.png | images/0014/00141158_1.png | images/0014/00141158_2.png,"0,1,2,3,4",84,42,5,18110.0,6,0.365248,high
00305474,00305474.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00305474.json,1,images/0030/00305474_4.png,4,66,33,6,14947.0,5,0.365246,high
00258250,00258250.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00258250.json,5,images/0025/00258250_0.png | images/0025/00258250_1.png | images/0025/00258250_3.png | images/0025/00258250_4.png | images/0025/00258250_2.png,"0,1,2,3,4",64,32,6,20762.0,5,0.365096,high
00258237,00258237.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00258237.json,5,images/0025/00258237_0.png | images/0025/00258237_1.png | images/0025/00258237_4.png | images/0025/00258237_2.png | images/0025/00258237_3.png,"0,1,2,3,4",64,32,6,20721.0,5,0.365051,high
00015536,00015536.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00015536.json,5,images/0001/00015536_3.png | images/0001/00015536_0.png | images/0001/00015536_4.png | images/0001/00015536_1.png | images/0001/00015536_2.png,"0,1,2,3,4",74,37,6,13523.0,3,0.364906,high
00119458,00119458.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00119458.json,5,images/0011/00119458_0.png | images/0011/00119458_1.png | images/0011/00119458_4.png | images/0011/00119458_2.png | images/0011/00119458_3.png,"0,1,2,3,4",70,35,6,13775.0,4,0.364569,high
00146950,00146950.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00146950.json,5,images/0014/00146950_2.png | images/0014/00146950_1.png | images/0014/00146950_4.png | images/0014/00146950_0.png | images/0014/00146950_3.png,"0,1,2,3,4",82,41,5,23443.0,6,0.364567,high
00072410,00072410.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00072410.json,5,images/0007/00072410_1.png | images/0007/00072410_2.png | images/0007/00072410_4.png | images/0007/00072410_3.png | images/0007/00072410_0.png,"0,1,2,3,4",106,53,4,31222.0,5,0.364328,high
00146963,00146963.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00146963.json,5,images/0014/00146963_2.png | images/0014/00146963_3.png | images/0014/00146963_4.png | images/0014/00146963_0.png | images/0014/00146963_1.png,"0,1,2,3,4",100,50,4,26348.0,7,0.364285,high
00094093,00094093.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00094093.json,5,images/0009/00094093_1.png | images/0009/00094093_2.png | images/0009/00094093_0.png | images/0009/00094093_4.png | images/0009/00094093_3.png,"0,1,2,3,4",64,32,6,19968.0,5,0.364221,high
00274669,00274669.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00274669.json,5,images/0027/00274669_4.png | images/0027/00274669_1.png | images/0027/00274669_0.png | images/0027/00274669_3.png | images/0027/00274669_2.png,"0,1,2,3,4",108,54,4,25137.0,5,0.36418,high
00258011,00258011.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00258011.json,5,images/0025/00258011_0.png | images/0025/00258011_4.png | images/0025/00258011_2.png | images/0025/00258011_1.png | images/0025/00258011_3.png,"0,1,2,3,4",64,32,6,19826.0,5,0.364065,high
00309763,00309763.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00309763.json,1,images/0030/00309763_0.png,0,72,36,6,18654.0,3,0.364003,high
00010899,00010899.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00010899.json,5,images/0001/00010899_0.png | images/0001/00010899_1.png | images/0001/00010899_4.png | images/0001/00010899_2.png | images/0001/00010899_3.png,"0,1,2,3,4",64,32,6,19705.0,5,0.363931,high
00195677,00195677.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00195677.json,5,images/0019/00195677_3.png | images/0019/00195677_4.png | images/0019/00195677_0.png | images/0019/00195677_2.png | images/0019/00195677_1.png,"0,1,2,3,4",92,46,5,15739.0,4,0.363864,high
00043010,00043010.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00043010.json,5,images/0004/00043010_4.png | images/0004/00043010_0.png | images/0004/00043010_1.png | images/0004/00043010_2.png | images/0004/00043010_3.png,"0,1,2,3,4",66,33,6,25010.0,4,0.363835,high
00059708,00059708.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00059708.json,5,images/0005/00059708_1.png | images/0005/00059708_2.png | images/0005/00059708_3.png | images/0005/00059708_4.png | images/0005/00059708_0.png,"0,1,2,3,4",84,42,5,28169.0,5,0.363832,high
00258240,00258240.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00258240.json,5,images/0025/00258240_0.png | images/0025/00258240_4.png | images/0025/00258240_1.png | images/0025/00258240_2.png | images/0025/00258240_3.png,"0,1,2,3,4",64,32,6,19530.0,5,0.363739,high
00260540,00260540.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00260540.json,5,images/0026/00260540_0.png | images/0026/00260540_2.png | images/0026/00260540_4.png | images/0026/00260540_1.png | images/0026/00260540_3.png,"0,1,2,3,4",64,32,6,19506.0,5,0.363712,high
00219388,00219388.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00219388.json,5,images/0021/00219388_0.png | images/0021/00219388_1.png | images/0021/00219388_2.png | images/0021/00219388_4.png | images/0021/00219388_3.png,"0,1,2,3,4",92,46,5,15580.0,4,0.363689,high
00094229,00094229.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00094229.json,5,images/0009/00094229_3.png | images/0009/00094229_1.png | images/0009/00094229_0.png | images/0009/00094229_4.png | images/0009/00094229_2.png,"0,1,2,3,4",64,32,6,30527.0,4,0.363357,high
00046433,00046433.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00046433.json,5,images/0004/00046433_1.png | images/0004/00046433_2.png | images/0004/00046433_3.png | images/0004/00046433_0.png | images/0004/00046433_4.png,"0,1,2,3,4",64,32,6,19162.0,5,0.363333,high
00245587,00245587.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00245587.json,5,images/0024/00245587_0.png | images/0024/00245587_2.png | images/0024/00245587_1.png | images/0024/00245587_3.png | images/0024/00245587_4.png,"0,1,2,3,4",82,41,5,22290.0,6,0.363296,high
00026322,00026322.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00026322.json,5,images/0002/00026322_1.png | images/0002/00026322_2.png | images/0002/00026322_4.png | images/0002/00026322_0.png | images/0002/00026322_3.png,"0,1,2,3,4",102,51,4,42169.0,5,0.363276,high
00071321,00071321.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00071321.json,5,images/0007/00071321_2.png | images/0007/00071321_0.png | images/0007/00071321_1.png | images/0007/00071321_3.png | images/0007/00071321_4.png,"0,1,2,3,4",84,42,5,27627.0,5,0.363235,high
