file,event_count,pair_count,unique_action_count,span_ms,extrusion_pair_count,line_pair_count,sketch_pair_count,curve_pair_count,complexity_score,complexity_label
00131482.json,112,56,5,14564.0,3,35,5,3,0.415643,high
00417560.json,80,40,6,19023.0,5,16,8,5,0.415639,high
00160848.json,78,39,6,24974.0,5,19,5,5,0.415639,high
00458677.json,92,46,5,28686.0,7,0,11,7,0.415632,high
00810555.json,70,35,6,37410.0,6,12,6,6,0.415614,high
00701942.json,110,55,4,31799.0,8,31,8,8,0.415578,high
00486241.json,76,38,6,19525.0,6,8,8,6,0.415577,high
00758649.json,92,46,5,51279.0,5,24,6,5,0.415529,high
00806631.json,84,42,6,18364.0,4,16,8,4,0.415527,high
00163484.json,84,42,6,18352.0,4,20,6,4,0.415514,high
00767592.json,98,49,5,22022.0,6,26,6,6,0.41546,high
00381252.json,76,38,6,19395.0,6,12,6,6,0.415434,high
00260506.json,120,60,4,24594.0,6,40,8,6,0.415426,high
00308843.json,92,46,5,39804.0,6,16,6,6,0.415383,high
00243811.json,84,42,5,29510.0,9,8,9,9,0.41531,high
00663833.json,92,46,5,28388.0,7,0,11,7,0.415303,high
00708465.json,94,47,5,33763.0,6,25,6,6,0.415284,high
00924803.json,112,56,4,25546.0,8,32,8,8,0.415245,high
00678111.json,102,51,5,21264.0,5,28,10,5,0.41524,high
00106197.json,100,50,5,38534.0,4,16,6,4,0.415213,high
00872731.json,74,37,6,36425.0,5,10,6,5,0.415143,high
00978087.json,88,44,5,28792.0,8,16,8,8,0.415134,high
00186990.json,116,58,4,36225.0,6,38,8,6,0.415128,high
00988773.json,78,39,6,13150.0,6,15,6,6,0.41511,high
00527230.json,88,44,5,28739.0,8,16,8,8,0.415075,high
00620731.json,92,46,5,28127.0,7,0,11,7,0.415016,high
00402915.json,80,40,6,18415.0,5,10,7,5,0.414969,high
00674957.json,72,36,6,42215.0,5,8,6,5,0.414966,high
00717531.json,90,45,5,34005.0,7,6,7,7,0.414936,high
00624864.json,102,51,5,20987.0,5,28,9,5,0.414934,high
00845752.json,84,42,6,17780.0,4,16,8,4,0.414884,high
00006884.json,84,42,5,29112.0,9,8,9,9,0.414871,high
00878118.json,110,55,4,42498.0,7,34,7,7,0.414869,high
00978530.json,108,54,5,25690.0,3,36,8,3,0.414789,high
00751068.json,112,56,4,25122.0,8,32,8,8,0.414778,high
00708464.json,94,47,5,33226.0,6,25,6,6,0.414692,high
00146946.json,76,38,6,18624.0,6,14,7,6,0.414584,high
00567268.json,116,58,4,24354.0,7,37,7,7,0.414546,high
00837660.json,112,56,4,24910.0,8,32,8,8,0.414544,high
00405752.json,70,35,6,25015.0,7,6,7,7,0.414455,high
00748648.json,94,47,5,21651.0,7,22,8,7,0.414437,high
00281288.json,114,57,4,30196.0,7,36,7,7,0.414427,high
00778194.json,74,37,6,24406.0,6,4,9,6,0.414399,high
00843446.json,84,42,6,17335.0,4,10,8,4,0.414393,high
00006885.json,84,42,5,28654.0,9,8,9,9,0.414367,high
00897611.json,112,56,4,24748.0,8,32,8,8,0.414366,high
00587985.json,118,59,4,18238.0,7,36,9,7,0.414364,high
00363357.json,70,35,6,24903.0,7,7,7,7,0.414332,high
00375722.json,78,39,6,23777.0,5,21,6,5,0.41432,high
00478278.json,84,42,5,28551.0,9,8,9,9,0.414253,high
00602270.json,110,55,4,30560.0,8,31,8,8,0.414213,high
00393385.json,94,47,5,21391.0,7,20,9,7,0.41415,high
00672858.json,92,46,5,27304.0,7,0,11,7,0.414109,high
00277248.json,112,56,4,24511.0,8,32,8,8,0.414105,high
00473722.json,116,58,4,23938.0,7,36,8,7,0.414088,high
00143283.json,84,42,6,28373.0,3,8,6,3,0.414057,high
00386308.json,70,35,6,24645.0,7,7,7,7,0.414047,high
00750679.json,92,46,5,27247.0,7,24,7,7,0.414046,high
00674958.json,72,36,6,41191.0,5,8,6,5,0.413838,high
00117160.json,104,52,5,25361.0,4,16,16,4,0.413812,high
00404066.json,90,45,5,32974.0,7,20,7,7,0.413799,high
00608595.json,84,42,6,28113.0,3,18,10,3,0.413771,high
00445903.json,96,48,5,26422.0,6,24,8,6,0.413751,high
00381251.json,76,38,6,17864.0,6,12,6,6,0.413747,high
00087845.json,80,40,6,28570.0,4,16,8,4,0.413659,high
00100771.json,84,42,5,27982.0,9,0,9,9,0.413626,high
00371115.json,112,56,4,24071.0,8,32,8,8,0.41362,high
00780092.json,80,40,5,39816.0,9,5,9,9,0.413552,high
00627122.json,78,39,6,23044.0,5,8,7,5,0.413513,high
00876738.json,74,37,6,23537.0,6,17,6,6,0.413441,high
00621004.json,94,47,5,43396.0,5,24,5,5,0.413399,high
00141576.json,92,46,5,37971.0,6,24,6,6,0.413363,high
00367317.json,112,56,4,23803.0,8,32,8,8,0.413324,high
00407119.json,80,40,6,16918.0,5,10,10,5,0.413319,high
00758631.json,96,48,5,26000.0,6,28,6,6,0.413286,high
00662598.json,84,42,6,16280.0,4,9,11,4,0.413231,high
00986610.json,112,56,4,23677.0,8,32,8,8,0.413186,high
00269485.json,96,48,5,25900.0,6,29,6,6,0.413176,high
00073061.json,92,46,5,26396.0,7,21,7,7,0.413108,high
00907382.json,70,35,6,23758.0,7,2,9,7,0.41307,high
00423743.json,104,52,4,35991.0,9,0,17,9,0.413026,high
00936229.json,80,40,6,27989.0,4,17,6,4,0.413019,high
00134565.json,74,37,6,23147.0,6,14,6,6,0.413011,high
00910070.json,102,51,5,19233.0,5,32,5,5,0.413001,high
00090803.json,96,48,5,25731.0,6,8,15,6,0.41299,high
00580172.json,72,36,6,29061.0,6,11,6,6,0.412971,high
00960070.json,96,48,5,25672.0,6,28,7,6,0.412925,high
00063444.json,114,57,4,40152.0,6,38,7,6,0.412898,high
00946150.json,114,57,4,28746.0,7,36,7,7,0.412829,high
00320025.json,112,56,4,23326.0,8,32,8,8,0.412799,high
00366129.json,96,48,5,25518.0,6,25,6,6,0.412755,high
00511660.json,70,35,6,23410.0,7,8,7,7,0.412686,high
00713792.json,86,43,6,21135.0,3,24,7,3,0.412638,high
00113811.json,112,56,4,23145.0,8,32,8,8,0.412599,high
00262405.json,98,49,5,19420.0,6,12,14,6,0.412593,high
00264286.json,70,35,6,23307.0,7,6,7,7,0.412573,high
00898545.json,116,58,4,22516.0,7,36,8,7,0.412521,high
00145032.json,116,58,4,33815.0,6,40,6,6,0.412472,high
00926653.json,78,39,6,22097.0,5,18,5,5,0.412469,high
00959296.json,118,59,4,27842.0,6,40,7,6,0.412447,high
00098099.json,110,55,4,40267.0,7,34,7,7,0.41241,high
00468682.json,112,56,4,22941.0,8,32,8,8,0.412374,high
00102177.json,88,44,5,26228.0,8,16,8,8,0.412308,high
00820269.json,94,47,5,19669.0,7,24,8,7,0.412252,high
00015401.json,90,45,5,31490.0,7,22,7,7,0.412164,high
00902999.json,114,57,4,28140.0,7,36,7,7,0.412161,high
00828328.json,112,56,4,22728.0,8,32,8,8,0.41214,high
00750675.json,74,37,6,22339.0,6,16,6,6,0.412121,high
00441097.json,78,39,6,21778.0,5,14,7,5,0.412117,high
00983232.json,78,39,6,21769.0,5,9,9,5,0.412108,high
00958906.json,98,49,5,30283.0,5,24,10,5,0.412064,high
00642966.json,70,35,6,34025.0,6,2,10,6,0.411884,high
00716211.json,80,40,6,15601.0,5,18,7,5,0.411868,high
00300929.json,120,60,4,21357.0,6,42,6,6,0.411858,high
00738923.json,96,48,5,24667.0,6,21,6,6,0.411817,high
00360489.json,112,56,4,22428.0,8,32,8,8,0.411809,high
00437604.json,74,37,6,33388.0,5,10,6,5,0.411797,high
00918094.json,96,48,5,24614.0,6,19,6,6,0.411759,high
00918093.json,96,48,5,24591.0,6,19,6,6,0.411734,high
00660529.json,76,38,6,16034.0,6,4,10,6,0.41173,high
00931896.json,92,46,5,25021.0,7,16,10,7,0.411593,high
00783697.json,96,48,5,24421.0,6,29,6,6,0.411546,high
00756320.json,110,55,4,39456.0,7,34,7,7,0.411516,high
00436343.json,100,50,5,23794.0,5,29,7,5,0.41147,high
00526549.json,82,41,5,31917.0,9,4,10,9,0.411405,high
00898430.json,80,40,6,15135.0,5,16,8,5,0.411354,high
00266489.json,112,56,5,21996.0,2,32,12,2,0.411333,high
00739119.json,96,48,5,24223.0,6,21,6,6,0.411328,high
00660186.json,102,51,5,17661.0,5,30,5,5,0.411269,high
00546863.json,112,56,5,10594.0,3,32,12,3,0.411268,high
00951922.json,70,35,6,22071.0,7,6,7,7,0.411211,high
00681550.json,74,37,6,32835.0,5,12,6,5,0.411187,high
00981029.json,110,55,4,39149.0,7,34,7,7,0.411178,high
00602421.json,92,46,5,24540.0,7,24,7,7,0.411063,high
00919423.json,68,34,6,27856.0,7,4,7,7,0.411028,high
00622801.json,74,37,6,21271.0,6,11,8,6,0.410944,high
00790599.json,96,48,5,23805.0,6,28,6,6,0.410868,high
00456882.json,114,57,4,26946.0,7,36,7,7,0.410845,high
00742392.json,96,48,5,23783.0,6,21,6,6,0.410843,high
00453684.json,78,39,6,20619.0,5,14,7,5,0.41084,high
00917487.json,114,57,4,26859.0,7,36,7,7,0.410749,high
00091183.json,88,44,6,24812.0,2,29,8,2,0.410748,high
00439663.json,104,52,5,22469.0,4,16,4,4,0.410625,high
00766499.json,92,46,5,24080.0,7,18,7,7,0.410556,high
00870519.json,114,57,4,26681.0,7,36,7,7,0.410553,high
00896805.json,78,39,6,20334.0,5,12,8,5,0.410526,high
00748262.json,92,46,5,24039.0,7,14,7,7,0.410511,high
00305285.json,114,57,4,26636.0,7,36,7,7,0.410504,high
00404068.json,94,47,5,29425.0,6,25,6,6,0.410503,high
00565635.json,86,43,6,19158.0,3,20,9,3,0.41046,high
00697459.json,88,44,5,24497.0,8,16,8,8,0.410401,high
00022169.json,90,45,5,29888.0,7,15,7,7,0.410399,high
00649767.json,110,55,4,38430.0,7,34,7,7,0.410386,high
00965930.json,110,55,4,27075.0,8,31,8,8,0.410373,high
00699028.json,78,39,6,20152.0,5,10,8,5,0.410326,high
00703257.json,78,39,6,20076.0,5,16,6,5,0.410242,high
00278103.json,74,37,6,20568.0,6,10,6,6,0.410169,high
00718296.json,96,48,5,23051.0,6,29,6,6,0.410037,high
00050961.json,82,41,5,30639.0,9,6,9,9,0.409997,high
00877291.json,96,48,5,22996.0,6,29,6,6,0.409976,high
00669616.json,80,40,6,13884.0,5,18,7,5,0.409976,high
00773543.json,78,39,6,19825.0,5,10,8,5,0.409965,high
00949950.json,76,38,6,25764.0,5,11,7,5,0.409953,high
00454804.json,78,39,6,19805.0,5,14,7,5,0.409943,high
00570318.json,92,46,5,34837.0,6,20,6,6,0.40991,high
00606088.json,92,46,5,23453.0,7,21,7,7,0.409865,high
00867074.json,74,37,6,31633.0,5,10,6,5,0.409863,high
00807206.json,90,45,5,29390.0,7,21,7,7,0.40985,high
00909658.json,100,50,5,22304.0,5,34,5,5,0.409828,high
00691222.json,106,53,5,27088.0,3,33,5,3,0.409772,high
00282499.json,92,46,5,34687.0,6,8,14,6,0.409745,high
00116598.json,78,39,6,19504.0,5,13,7,5,0.409612,high
00206567.json,88,44,5,35122.0,7,18,8,7,0.409609,high
00942995.json,114,57,4,25771.0,7,36,7,7,0.40955,high
00069002.json,114,57,4,37108.0,6,39,6,6,0.409544,high
00470581.json,102,51,5,16095.0,5,20,13,5,0.409543,high
00951490.json,92,46,5,34480.0,6,26,6,6,0.409516,high
00103917.json,94,47,5,39863.0,5,20,5,5,0.409506,high
00517852.json,110,55,4,37571.0,7,34,7,7,0.409439,high
00141952.json,74,37,6,31235.0,5,14,7,5,0.409424,high
00831245.json,112,56,4,20258.0,8,32,8,8,0.409418,high
00302362.json,78,39,6,19315.0,5,12,9,5,0.409403,high
00572721.json,74,37,6,19873.0,6,16,6,6,0.409403,high
00568220.json,120,60,4,30448.0,5,43,7,5,0.409377,high
00544019.json,90,45,6,17593.0,2,22,8,2,0.40935,high
00571486.json,116,58,4,30921.0,6,40,6,6,0.409283,high
00819263.json,82,41,6,18644.0,4,6,9,4,0.409279,high
00697291.json,78,39,6,19152.0,5,12,7,5,0.409224,high
00228304.json,92,46,5,34167.0,6,24,6,6,0.409172,high
00054519.json,86,43,5,29290.0,8,14,8,8,0.409125,high
00640536.json,78,39,6,19025.0,5,12,7,5,0.409084,high
00157582.json,82,41,6,18410.0,4,8,12,4,0.409021,high
00029996.json,98,49,5,16173.0,6,30,6,6,0.409015,high
00585249.json,78,39,6,18944.0,5,19,6,5,0.408994,high
00305952.json,92,46,5,22639.0,7,22,7,7,0.408968,high
00443516.json,80,40,6,24286.0,4,9,8,4,0.408939,high
00119836.json,90,45,5,28447.0,7,14,7,7,0.408811,high
00783001.json,92,46,5,33804.0,6,24,6,6,0.408771,high
00262339.json,92,46,5,22439.0,7,24,7,7,0.408747,high
00940003.json,102,51,5,38058.0,3,0,15,3,0.408746,high
00811270.json,90,45,5,28357.0,7,22,7,7,0.408712,high
00360368.json,102,51,5,15337.0,5,20,13,5,0.408708,high
00594784.json,104,52,5,20722.0,4,28,4,4,0.4087,high
00832326.json,72,36,6,25152.0,6,8,8,6,0.408663,high
00710183.json,78,39,6,18569.0,5,19,6,5,0.408581,high
00340665.json,104,52,4,31957.0,9,0,17,9,0.40858,high
00680991.json,78,39,6,18565.0,5,14,7,5,0.408577,high
00581090.json,112,56,4,42165.0,6,38,6,6,0.408559,high
00725533.json,88,44,5,34148.0,7,18,8,7,0.408536,high
00512033.json,114,57,4,24804.0,7,36,7,7,0.408485,high
00511853.json,78,39,6,18420.0,5,21,6,5,0.408417,high
00635341.json,78,39,6,18397.0,5,10,8,5,0.408392,high
00772762.json,78,39,6,18368.0,5,10,8,5,0.40836,high
00427611.json,96,48,5,32839.0,5,31,6,5,0.408323,high
00134629.json,126,63,4,11638.0,5,44,9,5,0.40832,high
00668779.json,74,37,6,18887.0,6,16,6,6,0.408317,high
00361999.json,78,39,6,18327.0,5,21,6,5,0.408315,high
00115916.json,114,57,4,35954.0,6,39,6,6,0.408272,high
00895311.json,86,43,6,17172.0,3,21,4,3,0.408271,high
00045349.json,72,36,6,24762.0,6,5,10,6,0.408234,high
00077974.json,116,58,4,29926.0,6,40,6,6,0.408187,high
00703620.json,78,39,6,18170.0,5,19,6,5,0.408141,high
00740952.json,78,39,6,18161.0,5,12,7,5,0.408132,high
00241522.json,72,36,6,24659.0,6,8,6,6,0.40812,high
00549303.json,112,56,4,19072.0,8,32,8,8,0.408111,high
00062322.json,72,36,6,24634.0,6,11,6,6,0.408093,high
00780561.json,86,43,5,28310.0,8,12,9,8,0.408045,high
00628233.json,108,54,4,30907.0,8,30,8,8,0.408038,high
00548948.json,86,43,4,141625.0,4,28,7,4,0.407916,high
00772425.json,92,46,5,21664.0,7,0,10,7,0.407893,high
00455442.json,92,46,5,32981.0,6,17,6,6,0.407865,high
00542113.json,96,48,5,21064.0,6,28,6,6,0.407847,high
00738276.json,92,46,5,21604.0,7,18,7,7,0.407827,high
00269452.json,114,57,4,24198.0,7,36,7,7,0.407817,high
00289542.json,78,39,6,17840.0,5,6,10,5,0.407778,high
00620884.json,124,62,4,17003.0,5,44,8,5,0.407675,high
00050466.json,94,47,5,26739.0,6,26,7,6,0.407543,high
00710050.json,110,55,4,35842.0,7,34,7,7,0.407534,high
00287987.json,106,53,4,47734.0,7,32,7,7,0.407524,high
00018673.json,74,37,6,29447.0,5,16,6,5,0.407454,high
00045013.json,78,39,6,17544.0,5,3,13,5,0.407452,high
00744532.json,118,59,4,34640.0,5,43,6,5,0.407439,high
00703427.json,92,46,5,32585.0,6,18,6,6,0.407428,high
00044124.json,94,47,5,37973.0,5,26,8,5,0.407423,high
00061181.json,96,48,5,31998.0,5,23,9,5,0.407396,high
00784354.json,90,45,5,27146.0,7,23,7,7,0.407377,high
00703810.json,86,43,5,39028.0,7,20,7,7,0.407356,high
00895403.json,78,39,6,17432.0,5,4,11,5,0.407328,high
00486898.json,100,50,5,20030.0,5,30,8,5,0.407322,high
00977708.json,74,37,6,17971.0,6,8,9,6,0.407307,high
00446168.json,78,39,6,28738.0,4,18,5,4,0.407287,high
00681898.json,74,37,6,17920.0,6,2,11,6,0.407251,high
00245714.json,68,34,6,35740.0,6,10,6,6,0.407216,high
00563159.json,110,55,4,35498.0,7,34,7,7,0.407155,high
00926935.json,38,19,4,306406.0,2,12,3,2,0.407124,high
00825054.json,94,47,5,37693.0,5,24,5,5,0.407114,high
00810257.json,74,37,6,17778.0,6,2,11,6,0.407095,high
00945326.json,72,36,6,23656.0,6,10,6,6,0.407015,high
00880598.json,88,44,5,44099.0,6,22,6,6,0.407002,high
00194986.json,78,39,6,17134.0,5,17,6,5,0.407,high
00362575.json,104,52,4,30458.0,9,0,17,9,0.406929,high
00010053.json,82,41,6,27855.0,3,16,8,3,0.406929,high
00651585.json,72,36,6,23463.0,6,10,6,6,0.406802,high
00121096.json,78,39,6,16947.0,5,20,5,5,0.406794,high
00702048.json,76,38,6,22849.0,5,14,8,5,0.40674,high
00583131.json,78,39,6,16873.0,5,2,13,5,0.406712,high
00400319.json,78,39,6,16801.0,5,10,8,5,0.406633,high
00673716.json,74,37,6,17344.0,6,12,8,6,0.406617,high
00638901.json,110,55,4,34976.0,7,34,7,7,0.406579,high
00213333.json,96,48,5,19895.0,6,28,6,6,0.406559,high
00079614.json,84,42,5,32836.0,8,12,8,8,0.406475,high
00269973.json,94,47,5,25757.0,6,28,6,6,0.406461,high
00466845.json,68,34,6,23618.0,7,4,7,7,0.406358,high
00778493.json,90,45,5,26219.0,7,0,11,7,0.406356,high
00625879.json,94,47,5,25639.0,6,12,7,6,0.406331,high
00458901.json,108,54,4,29279.0,8,30,8,8,0.406244,high
00282759.json,72,36,6,22936.0,6,15,6,6,0.406221,high
00154645.json,80,40,6,33086.0,3,14,6,3,0.406136,high
00090641.json,110,55,4,34567.0,7,34,7,7,0.406129,high
00957288.json,98,49,5,24896.0,5,24,10,5,0.406127,high
00157818.json,94,47,5,25414.0,6,25,8,6,0.406083,high
00119791.json,114,57,4,33967.0,6,39,6,6,0.406082,high
00761689.json,100,50,5,18800.0,5,30,7,5,0.405967,high
00471937.json,76,38,6,22103.0,5,16,6,5,0.405918,high
00722058.json,102,51,5,35488.0,3,20,5,3,0.405914,high
00581654.json,72,36,6,22618.0,6,8,6,6,0.405871,high
00076233.json,118,59,4,21804.0,6,40,7,6,0.405794,high
00992885.json,96,48,5,19153.0,6,26,8,6,0.405741,high
00819971.json,72,36,6,22463.0,6,13,7,6,0.4057,high
00593890.json,90,45,5,25617.0,7,0,11,7,0.405692,high
00504687.json,76,38,6,21898.0,5,19,6,5,0.405692,high
00786489.json,90,45,5,25585.0,7,22,7,7,0.405657,high
00127639.json,84,42,6,32063.0,2,15,7,2,0.405623,high
00377454.json,88,44,5,31374.0,7,22,7,7,0.405479,high
00724955.json,70,35,6,28206.0,6,8,6,6,0.405471,high
00956887.json,72,36,6,22248.0,6,12,6,6,0.405463,high
00944491.json,78,39,5,38424.0,9,4,9,9,0.405461,high
00460745.json,72,36,6,33544.0,5,6,8,5,0.405411,high
00697184.json,78,39,6,15682.0,5,12,7,5,0.4054,high
00281691.json,76,38,6,21570.0,5,8,8,5,0.405331,high
00476499.json,76,38,6,32911.0,4,13,8,4,0.405328,high
00750309.json,100,50,5,18202.0,5,0,14,5,0.405308,high
00613576.json,90,45,5,25200.0,7,0,11,7,0.405233,high
00463396.json,90,45,5,25166.0,7,23,7,7,0.405195,high
00025801.json,106,53,4,45607.0,7,32,7,7,0.40518,high
00610016.json,88,44,5,42441.0,6,18,6,6,0.405175,high
00142081.json,82,41,6,14877.0,4,19,6,4,0.405127,high
00842418.json,72,36,6,21932.0,6,13,7,6,0.405115,high
00635207.json,72,36,6,21908.0,6,12,6,6,0.405089,high
00301627.json,114,57,4,21684.0,7,36,7,7,0.405047,high
00064104.json,100,50,5,29293.0,4,35,6,4,0.40503,high
00542940.json,100,50,5,17877.0,5,16,8,5,0.40495,high
00446657.json,72,36,6,21775.0,6,4,6,6,0.404942,high
00779284.json,108,54,4,28012.0,8,30,8,8,0.404848,high
00362113.json,78,39,6,15076.0,5,15,7,5,0.404732,high
00387535.json,86,43,5,36619.0,7,0,9,7,0.404701,high
00217703.json,76,38,6,20997.0,5,12,5,5,0.404699,high
00476151.json,80,40,6,20430.0,4,14,7,4,0.404689,high
00241496.json,82,41,6,14477.0,4,19,8,4,0.404687,high
00866618.json,110,55,4,33255.0,7,34,7,7,0.404683,high
00144403.json,120,60,4,37498.0,4,48,4,4,0.404645,high
00288880.json,90,45,5,35997.0,6,24,6,6,0.404631,high
00894009.json,72,36,6,21490.0,6,12,6,6,0.404628,high
00262843.json,74,37,6,15539.0,6,8,8,6,0.404627,high
00642892.json,114,57,4,21267.0,7,36,7,7,0.404587,high
00411434.json,78,39,5,37615.0,9,4,9,9,0.40457,high
00267343.json,76,38,6,20815.0,5,8,8,5,0.404499,high
00066782.json,108,54,4,38975.0,7,32,8,7,0.404429,high
00418072.json,116,58,4,26483.0,6,40,6,6,0.404392,high
00583600.json,90,45,5,24392.0,7,0,11,7,0.404342,high
00091399.json,122,61,4,31180.0,4,44,9,4,0.404241,high
00250849.json,100,50,4,28553.0,10,0,10,10,0.404215,high
00972519.json,78,39,5,37274.0,9,4,9,9,0.404194,high
00500794.json,96,48,5,17733.0,6,18,6,6,0.404176,high
00191270.json,96,48,5,17670.0,6,18,11,6,0.404107,high
00246001.json,88,44,5,30125.0,7,22,7,7,0.404103,high
00448651.json,94,47,5,34959.0,5,29,5,5,0.404102,high
00689907.json,104,52,5,16520.0,4,16,16,4,0.404069,high
00182759.json,88,44,5,30094.0,7,8,12,7,0.404068,high
00668931.json,72,36,6,20903.0,6,12,7,6,0.403981,high
00842973.json,72,36,6,20861.0,6,13,7,6,0.403935,high
00689894.json,104,52,5,16394.0,4,16,16,4,0.40393,high
00258106.json,76,38,6,31543.0,4,12,6,4,0.403821,high
00689903.json,104,52,5,16257.0,4,16,16,4,0.403779,high
00447637.json,116,58,4,37202.0,5,40,8,5,0.403705,high
00973394.json,108,54,4,38306.0,7,32,8,7,0.403692,high
00799214.json,90,45,5,23732.0,7,0,8,7,0.403615,high
00504317.json,70,35,6,26512.0,6,2,8,6,0.403605,high
00541109.json,78,39,6,14047.0,5,14,8,5,0.403598,high
00965775.json,92,46,5,17753.0,7,10,12,7,0.403584,high
00877818.json,90,45,5,23664.0,7,0,11,7,0.40354,high
00866619.json,108,54,4,38110.0,7,33,7,7,0.403476,high
00753394.json,104,52,5,27311.0,3,33,9,3,0.403461,high
00134838.json,96,48,5,17069.0,6,16,12,6,0.403445,high
00747592.json,72,36,6,20409.0,6,11,6,6,0.403437,high
00696456.json,78,39,6,13900.0,5,4,11,5,0.403436,high
00423831.json,90,45,5,34911.0,6,24,7,6,0.403434,high
00728967.json,98,49,5,22423.0,5,0,10,5,0.403402,high
00870356.json,76,38,6,19790.0,5,18,6,5,0.403369,high
00829706.json,72,36,6,20334.0,6,13,7,6,0.403354,high
00548213.json,110,55,5,9360.0,3,20,17,3,0.403351,high
00470065.json,76,38,6,19746.0,5,12,6,5,0.403321,high
00384667.json,106,53,5,21222.0,3,41,5,3,0.403308,high
00926760.json,74,37,6,25565.0,5,14,5,5,0.403176,high
00082921.json,94,47,5,22775.0,6,16,11,6,0.403175,high
00112011.json,108,54,4,26489.0,8,0,19,8,0.40317,high
00439627.json,66,33,6,38015.0,6,8,7,6,0.403166,high
00286707.json,74,37,6,25483.0,5,8,8,5,0.403086,high
00726035.json,88,44,5,17844.0,8,14,8,8,0.403069,high
00742683.json,90,45,5,23233.0,7,0,10,7,0.403065,high
00058167.json,78,39,5,36246.0,9,4,9,9,0.403061,high
00835150.json,72,36,6,20068.0,6,13,7,6,0.403061,high
00820759.json,72,36,6,20028.0,6,13,7,6,0.403017,high
00842712.json,72,36,6,20015.0,6,13,7,6,0.403003,high
00126287.json,80,40,6,18891.0,4,18,7,4,0.402993,high
00058799.json,70,35,6,25942.0,6,6,6,6,0.402977,high
00976541.json,78,39,5,36026.0,9,4,9,9,0.402818,high
00278236.json,76,38,6,19278.0,5,8,8,5,0.402805,high
00843165.json,72,36,6,19742.0,6,13,7,6,0.402702,high
00990959.json,108,54,5,14705.0,3,16,18,3,0.402684,high
00476502.json,84,42,6,18014.0,3,15,10,3,0.402642,high
00058801.json,70,35,6,25631.0,6,6,6,6,0.402634,high
00623656.json,90,45,5,22800.0,7,0,11,7,0.402588,high
00922269.json,76,38,6,19038.0,5,16,6,5,0.402541,high
00866164.json,88,44,6,17337.0,2,16,8,2,0.40251,high
00806505.json,72,36,6,19566.0,6,13,7,6,0.402508,high
00610705.json,88,44,5,28676.0,7,14,7,7,0.402506,high
00922827.json,80,40,6,18440.0,4,16,8,4,0.402496,high
00411547.json,78,39,5,35709.0,9,4,9,9,0.402469,high
00244389.json,80,40,6,18388.0,4,17,8,4,0.402439,high
00302028.json,80,40,6,18269.0,4,5,12,4,0.402308,high
00829020.json,72,36,6,19368.0,6,13,7,6,0.40229,high
00007849.json,92,46,5,27919.0,6,22,8,6,0.402286,high
00704693.json,120,60,4,23990.0,5,44,6,5,0.40226,high
00361038.json,70,35,6,25286.0,6,8,6,6,0.402254,high
00261891.json,78,39,5,35455.0,9,4,9,9,0.402189,high
00836005.json,72,36,6,19273.0,6,13,7,6,0.402185,high
00560868.json,80,40,6,29464.0,3,18,6,3,0.402145,high
00714935.json,76,38,6,18624.0,5,15,7,5,0.402084,high
00835557.json,72,36,6,19124.0,6,13,7,6,0.402021,high
00246007.json,94,47,5,21697.0,6,27,7,6,0.401987,high
00411581.json,78,39,5,35271.0,9,4,9,9,0.401986,high
00980788.json,78,39,6,23923.0,4,6,11,4,0.401981,high
00922887.json,84,42,5,28756.0,8,0,10,8,0.401979,high
00618434.json,108,54,4,25402.0,8,30,8,8,0.401972,high
00870916.json,72,36,6,19057.0,6,14,6,6,0.401947,high
00836498.json,90,45,5,22190.0,7,0,11,7,0.401916,high
00861817.json,112,56,4,36134.0,6,36,8,6,0.401913,high
00272330.json,96,48,5,27008.0,5,30,6,5,0.401897,high
00036464.json,72,36,6,19006.0,6,14,6,6,0.401891,high
00781553.json,98,49,5,21051.0,5,26,5,5,0.40189,high
00286285.json,104,52,4,25883.0,9,0,17,9,0.401887,high
00211300.json,90,45,5,22139.0,7,0,11,7,0.40186,high
00251792.json,72,36,6,18974.0,6,9,6,6,0.401855,high
00305046.json,108,54,5,25282.0,2,24,6,2,0.401839,high
00435486.json,100,50,5,26396.0,4,22,12,4,0.401838,high
00893540.json,90,45,5,22085.0,7,18,9,7,0.4018,high
00892549.json,72,36,6,18910.0,6,13,7,6,0.401785,high
00924802.json,72,36,6,18852.0,6,8,8,6,0.401721,high
00521042.json,90,45,5,21981.0,7,6,13,7,0.401685,high
00439346.json,70,35,6,36010.0,5,4,9,5,0.401571,high
00285706.json,112,56,4,24424.0,7,35,7,7,0.401509,high
00436988.json,92,46,5,27197.0,6,18,10,6,0.401491,high
00374997.json,88,44,5,27746.0,7,21,7,7,0.401481,high
00806199.json,72,36,6,18629.0,6,13,7,6,0.401475,high
00369396.json,72,36,6,18619.0,6,8,6,6,0.401464,high
00007532.json,80,40,6,17493.0,4,22,5,4,0.401453,high
00451734.json,76,38,6,18029.0,5,8,5,5,0.401429,high
00990958.json,108,54,5,13533.0,3,16,18,3,0.401392,high
00100030.json,76,38,6,17980.0,5,15,7,5,0.401375,high
00911222.json,78,39,5,34708.0,9,4,9,9,0.401366,high
00868591.json,76,38,6,40639.0,3,22,4,3,0.401345,high
00951441.json,80,40,6,17387.0,4,20,6,4,0.401336,high
00973614.json,96,48,5,15126.0,6,22,10,6,0.401303,high
00568030.json,96,48,5,26463.0,5,25,9,5,0.401297,high
