sample_group,sample_id,action_json_file,action_json_path,event_count,pair_count,unique_action_count,span_ms,line_pair_count,sketch_pair_count,curve_pair_count,extrusion_pair_count,complexity_score,complexity_label
confirm_set_600,00896646,00896646.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00896646.json,22,11,5,6570.0,4,2,2,2,0.099252,low
confirm_set_600,00898388,00898388.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00898388.json,24,12,4,7977.0,0,3,3,3,0.04486,low
confirm_set_600,00901446,00901446.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00901446.json,20,10,4,5558.0,0,3,2,2,0.016579,low
confirm_set_600,00905113,00905113.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00905113.json,16,8,4,6537.0,0,2,2,2,0.004543,low
confirm_set_600,00914226,00914226.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00914226.json,28,14,4,5542.0,8,2,2,2,0.042791,low
confirm_set_600,00914893,00914893.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00914893.json,28,14,4,11453.0,8,2,2,2,0.049305,low
confirm_set_600,00919392,00919392.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00919392.json,18,9,5,6381.0,0,2,2,2,0.085929,low
confirm_set_600,00922016,00922016.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00922016.json,32,16,4,12547.0,0,4,4,4,0.088625,low
confirm_set_600,00923309,00923309.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00923309.json,28,14,4,6252.0,8,2,2,2,0.043574,low
confirm_set_600,00932212,00932212.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00932212.json,28,14,4,7555.0,0,4,3,3,0.05751,low
confirm_set_600,00951265,00951265.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00951265.json,16,8,4,6182.0,0,2,2,2,0.004152,low
confirm_set_600,00956108,00956108.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00956108.json,36,18,4,7898.0,9,3,3,3,0.084117,low
confirm_set_600,00957583,00957583.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00957583.json,22,11,5,5841.0,4,2,2,2,0.098449,low
confirm_set_600,00959949,00959949.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00959949.json,28,14,4,5787.0,8,2,2,2,0.043061,low
confirm_set_600,00963032,00963032.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00963032.json,28,14,4,4370.0,8,2,2,2,0.0415,low
confirm_set_600,00966173,00966173.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00966173.json,36,18,4,7827.0,0,6,3,3,0.084039,low
confirm_set_600,00967811,00967811.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00967811.json,20,10,4,4521.0,0,3,2,2,0.015437,low
confirm_set_600,00969728,00969728.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00969728.json,24,12,4,5379.0,0,4,2,2,0.029497,low
confirm_set_600,00970950,00970950.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00970950.json,16,8,4,5437.0,0,2,2,2,0.003331,low
confirm_set_600,00972302,00972302.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00972302.json,16,8,4,5044.0,0,2,2,2,0.002898,low
confirm_set_600,00974404,00974404.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00974404.json,28,14,4,5607.0,8,2,2,2,0.042863,low
confirm_set_600,00977467,00977467.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00977467.json,16,8,4,6873.0,0,2,2,2,0.004914,low
confirm_set_600,00982695,00982695.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00982695.json,38,19,4,4611.0,12,3,2,2,0.074552,low
confirm_set_600,00988549,00988549.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00988549.json,28,14,4,7650.0,8,2,2,2,0.045114,low
confirm_set_600,00990329,00990329.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00990329.json,16,8,4,4311.0,0,2,2,2,0.00209,low
confirm_set_600,00992855,00992855.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00992855.json,36,18,4,14549.0,0,6,3,3,0.091446,low
confirm_set_600,00000070,00000070.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00000070.json,50,25,5,24149.0,12,3,3,3,0.222927,medium
confirm_set_600,00002521,00002521.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00002521.json,30,15,5,9722.0,4,3,3,3,0.141455,medium
confirm_set_600,00004043,00004043.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00004043.json,26,13,5,7874.0,4,3,2,2,0.113804,medium
confirm_set_600,00006814,00006814.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00006814.json,64,32,4,25700.0,20,4,4,4,0.208038,medium
confirm_set_600,00012963,00012963.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00012963.json,42,21,4,12005.0,12,3,3,3,0.108315,medium
confirm_set_600,00016623,00016623.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00016623.json,24,12,6,6330.0,4,2,2,2,0.180545,medium
confirm_set_600,00021104,00021104.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00021104.json,52,26,5,8829.0,15,4,3,3,0.212602,medium
confirm_set_600,00022252,00022252.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00022252.json,34,17,5,6510.0,9,3,2,2,0.13853,medium
confirm_set_600,00026041,00026041.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00026041.json,28,14,5,5320.0,5,2,2,2,0.117547,medium
confirm_set_600,00047722,00047722.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00047722.json,72,36,4,11545.0,24,4,4,4,0.218669,medium
confirm_set_600,00048093,00048093.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00048093.json,44,22,4,15332.0,16,2,2,2,0.106039,medium
confirm_set_600,00055498,00055498.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00055498.json,30,15,5,6871.0,4,3,3,3,0.138313,medium
confirm_set_600,00061210,00061210.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00061210.json,46,23,5,17764.0,10,3,3,3,0.202776,medium
confirm_set_600,00075468,00075468.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00075468.json,46,23,5,12483.0,12,3,3,3,0.196956,medium
confirm_set_600,00079232,00079232.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00079232.json,46,23,5,8734.0,12,4,3,3,0.192825,medium
confirm_set_600,00086812,00086812.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00086812.json,42,21,5,9272.0,9,3,3,3,0.180303,medium
confirm_set_600,00098585,00098585.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00098585.json,44,22,5,5614.0,8,6,2,2,0.17033,medium
confirm_set_600,00102703,00102703.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00102703.json,38,19,5,14106.0,4,4,4,4,0.185016,medium
confirm_set_600,00104350,00104350.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00104350.json,38,19,5,9846.0,12,2,2,2,0.155321,medium
confirm_set_600,00106159,00106159.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00106159.json,32,16,5,6032.0,8,2,2,2,0.131446,medium
confirm_set_600,00109199,00109199.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00109199.json,60,30,4,14716.0,0,9,6,6,0.207819,medium
confirm_set_600,00114886,00114886.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00114886.json,34,17,5,9512.0,4,4,3,3,0.154338,medium
confirm_set_600,00125949,00125949.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00125949.json,44,22,5,13128.0,8,4,4,4,0.20361,medium
confirm_set_600,00131886,00131886.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00131886.json,26,13,6,9381.0,2,3,2,2,0.190464,medium
confirm_set_600,00133496,00133496.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00133496.json,44,22,5,5797.0,8,6,2,2,0.170531,medium
confirm_set_600,00136954,00136954.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00136954.json,38,19,5,11782.0,4,4,4,4,0.182455,medium
confirm_set_600,00137020,00137020.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00137020.json,48,24,4,7740.0,18,2,2,2,0.110787,medium
confirm_set_600,00139819,00139819.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00139819.json,52,26,4,7912.0,0,10,3,3,0.136591,medium
confirm_set_600,00161377,00161377.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00161377.json,44,22,5,6326.0,8,6,2,2,0.171114,medium
confirm_set_600,00182126,00182126.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00182126.json,38,19,5,12902.0,4,4,4,4,0.183689,medium
confirm_set_600,00182511,00182511.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00182511.json,42,21,4,11178.0,12,3,3,3,0.107404,medium
confirm_set_600,00187439,00187439.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00187439.json,42,21,4,8491.0,12,3,3,3,0.104443,medium
confirm_set_600,00197652,00197652.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00197652.json,42,21,5,14778.0,6,3,3,3,0.186371,medium
confirm_set_600,00201346,00201346.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00201346.json,54,27,5,7606.0,12,3,2,2,0.205312,medium
confirm_set_600,00205098,00205098.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00205098.json,44,22,5,25142.0,12,2,2,2,0.191849,medium
confirm_set_600,00212608,00212608.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00212608.json,70,35,4,23230.0,22,5,4,4,0.224988,medium
confirm_set_600,00218797,00218797.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00218797.json,34,17,5,7313.0,7,3,3,3,0.151915,medium
confirm_set_600,00219870,00219870.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00219870.json,34,17,5,10526.0,7,3,3,3,0.155456,medium
confirm_set_600,00243439,00243439.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00243439.json,32,16,6,9257.0,4,3,3,3,0.2225,medium
confirm_set_600,00247765,00247765.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00247765.json,56,28,4,25329.0,16,4,4,4,0.181399,medium
confirm_set_600,00248514,00248514.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00248514.json,50,25,5,11144.0,14,4,3,3,0.208596,medium
confirm_set_600,00250018,00250018.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00250018.json,36,18,5,9896.0,8,3,3,3,0.161319,medium
confirm_set_600,00256700,00256700.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00256700.json,62,31,4,12042.0,22,3,3,3,0.17393,medium
confirm_set_600,00263050,00263050.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00263050.json,42,21,4,7900.0,12,3,3,3,0.103791,medium
confirm_set_600,00275715,00275715.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00275715.json,42,21,4,17883.0,12,3,3,3,0.114792,medium
confirm_set_600,00280211,00280211.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00280211.json,36,18,5,9551.0,8,3,3,3,0.160939,medium
confirm_set_600,00280533,00280533.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00280533.json,32,16,5,9236.0,5,3,3,3,0.147477,medium
confirm_set_600,00280535,00280535.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00280535.json,42,21,4,11223.0,12,3,3,3,0.107453,medium
confirm_set_600,00282120,00282120.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00282120.json,32,16,6,6899.0,4,4,2,2,0.207401,medium
confirm_set_600,00282252,00282252.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00282252.json,48,24,4,10384.0,15,3,3,3,0.126201,medium
confirm_set_600,00288568,00288568.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00288568.json,46,23,4,14830.0,14,3,3,3,0.124543,medium
confirm_set_600,00300439,00300439.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00300439.json,46,23,5,16380.0,4,5,5,5,0.226251,medium
confirm_set_600,00303231,00303231.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00303231.json,44,22,4,12503.0,16,2,2,2,0.102921,medium
confirm_set_600,00307702,00307702.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00307702.json,50,25,4,10037.0,16,3,3,3,0.132376,medium
confirm_set_600,00309537,00309537.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00309537.json,64,32,4,17278.0,17,5,5,5,0.211257,medium
confirm_set_600,00325392,00325392.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00325392.json,36,18,6,7950.0,6,3,2,2,0.221674,medium
confirm_set_600,00326413,00326413.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00326413.json,50,25,4,8503.0,16,3,3,3,0.130685,medium
confirm_set_600,00367687,00367687.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00367687.json,26,13,5,4817.0,6,2,2,2,0.110435,medium
confirm_set_600,00375055,00375055.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00375055.json,32,16,6,12236.0,6,3,2,2,0.213283,medium
confirm_set_600,00375425,00375425.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00375425.json,30,15,5,11165.0,4,3,3,3,0.143045,medium
confirm_set_600,00382138,00382138.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00382138.json,34,17,5,10395.0,6,3,3,3,0.155311,medium
confirm_set_600,00389593,00389593.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00389593.json,40,20,5,10123.0,10,3,3,3,0.174684,medium
confirm_set_600,00390115,00390115.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00390115.json,38,19,5,5451.0,12,2,2,2,0.150478,medium
confirm_set_600,00401747,00401747.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00401747.json,26,13,5,5852.0,6,2,2,2,0.111575,medium
confirm_set_600,00404552,00404552.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00404552.json,48,24,5,11054.0,10,4,4,4,0.214439,medium
confirm_set_600,00409563,00409563.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00409563.json,34,17,6,8102.0,6,3,2,2,0.215284,medium
confirm_set_600,00415704,00415704.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00415704.json,50,25,4,14979.0,13,4,4,4,0.150322,medium
confirm_set_600,00419042,00419042.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00419042.json,46,23,4,9582.0,14,3,3,3,0.11876,medium
confirm_set_600,00424026,00424026.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00424026.json,26,13,5,5979.0,6,2,2,2,0.111715,medium
confirm_set_600,00425084,00425084.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00425084.json,44,22,5,16091.0,8,4,4,4,0.206875,medium
confirm_set_600,00433530,00433530.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00433530.json,34,17,5,7166.0,4,4,3,3,0.151753,medium
confirm_set_600,00434392,00434392.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00434392.json,42,21,4,6694.0,12,3,3,3,0.102462,medium
confirm_set_600,00440973,00440973.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00440973.json,52,26,5,9713.0,12,5,3,3,0.213576,medium
confirm_set_600,00442340,00442340.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00442340.json,22,11,5,7331.0,4,2,2,2,0.100091,medium
confirm_set_600,00452046,00452046.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00452046.json,52,26,5,9697.0,12,6,2,2,0.201059,medium
confirm_set_600,00455693,00455693.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00455693.json,30,15,5,6044.0,4,4,2,2,0.124902,medium
confirm_set_600,00462040,00462040.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00462040.json,46,23,5,12050.0,12,3,3,3,0.196479,medium
confirm_set_600,00466183,00466183.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00466183.json,48,24,4,18376.0,0,6,6,6,0.172508,medium
confirm_set_600,00468916,00468916.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00468916.json,30,15,5,6190.0,4,4,2,2,0.125063,medium
confirm_set_600,00474443,00474443.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00474443.json,24,12,5,5325.0,4,2,2,2,0.104437,medium
confirm_set_600,00486938,00486938.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00486938.json,46,23,4,10557.0,14,3,3,3,0.119834,medium
confirm_set_600,00489355,00489355.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00489355.json,30,15,5,8443.0,7,2,2,2,0.127545,medium
confirm_set_600,00491580,00491580.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00491580.json,42,21,5,14755.0,2,4,4,4,0.198845,medium
confirm_set_600,00492666,00492666.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00492666.json,42,21,5,7826.0,4,7,2,2,0.16621,medium
confirm_set_600,00499426,00499426.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00499426.json,22,11,5,7306.0,4,2,2,2,0.100063,medium
confirm_set_600,00503045,00503045.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00503045.json,38,19,5,10235.0,4,5,3,3,0.16825,medium
confirm_set_600,00503624,00503624.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00503624.json,42,21,5,5739.0,12,4,2,2,0.16391,medium
confirm_set_600,00507138,00507138.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00507138.json,50,25,4,13282.0,13,4,4,4,0.148452,medium
confirm_set_600,00512191,00512191.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00512191.json,26,13,5,5638.0,6,2,2,2,0.11134,medium
confirm_set_600,00514795,00514795.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00514795.json,44,22,4,10314.0,16,2,2,2,0.100509,medium
confirm_set_600,00516226,00516226.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00516226.json,46,23,4,9534.0,14,3,3,3,0.118707,medium
confirm_set_600,00517288,00517288.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00517288.json,26,13,5,5923.0,6,2,2,2,0.111654,medium
confirm_set_600,00518834,00518834.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00518834.json,34,17,5,10001.0,6,3,3,3,0.154877,medium
confirm_set_600,00519317,00519317.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00519317.json,36,18,5,5818.0,8,4,2,2,0.144325,medium
confirm_set_600,00525767,00525767.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00525767.json,30,15,5,12818.0,4,3,3,3,0.144867,medium
confirm_set_600,00540761,00540761.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00540761.json,24,12,5,5110.0,5,2,2,2,0.1042,medium
confirm_set_600,00545053,00545053.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00545053.json,56,28,4,8631.0,19,3,3,3,0.150499,medium
confirm_set_600,00545864,00545864.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00545864.json,32,16,6,6613.0,4,3,3,3,0.219586,medium
confirm_set_600,00562481,00562481.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00562481.json,42,21,4,8653.0,12,3,3,3,0.104621,medium
confirm_set_600,00566717,00566717.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00566717.json,30,15,6,6827.0,3,4,2,2,0.200765,medium
confirm_set_600,00588155,00588155.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00588155.json,50,25,4,7727.0,18,3,2,2,0.11733,medium
confirm_set_600,00601396,00601396.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00601396.json,60,30,4,11801.0,20,4,3,3,0.167107,medium
confirm_set_600,00602979,00602979.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00602979.json,50,25,4,9872.0,16,3,3,3,0.132194,medium
confirm_set_600,00604850,00604850.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00604850.json,50,25,5,12273.0,8,3,3,3,0.20984,medium
confirm_set_600,00608662,00608662.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00608662.json,56,28,4,12421.0,16,4,4,4,0.167175,medium
confirm_set_600,00610107,00610107.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00610107.json,48,24,4,12426.0,0,8,4,4,0.140951,medium
confirm_set_600,00613369,00613369.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00613369.json,52,26,4,10376.0,20,2,2,2,0.126807,medium
confirm_set_600,00624793,00624793.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00624793.json,26,13,5,7131.0,4,3,2,2,0.112985,medium
confirm_set_600,00629449,00629449.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00629449.json,52,26,4,11291.0,16,4,3,3,0.140315,medium
confirm_set_600,00633463,00633463.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00633463.json,38,19,5,12052.0,9,3,3,3,0.170252,medium
confirm_set_600,00640013,00640013.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00640013.json,26,13,5,6564.0,4,3,2,2,0.11236,medium
confirm_set_600,00640405,00640405.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00640405.json,42,21,5,8855.0,9,4,3,3,0.179844,medium
confirm_set_600,00640427,00640427.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00640427.json,38,19,5,5734.0,9,4,2,2,0.15079,medium
confirm_set_600,00644605,00644605.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00644605.json,38,19,5,9898.0,8,3,3,3,0.167878,medium
confirm_set_600,00644733,00644733.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00644733.json,18,9,6,5847.0,1,2,2,2,0.16034,medium
confirm_set_600,00644982,00644982.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00644982.json,36,18,5,10975.0,5,4,3,3,0.162508,medium
confirm_set_600,00648681,00648681.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00648681.json,72,36,4,13748.0,24,6,3,3,0.208596,medium
confirm_set_600,00654615,00654615.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00654615.json,22,11,5,7387.0,4,2,2,2,0.100152,medium
confirm_set_600,00655528,00655528.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00655528.json,42,21,4,18930.0,12,3,3,3,0.115946,medium
confirm_set_600,00666727,00666727.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00666727.json,34,17,5,10884.0,7,3,3,3,0.15585,medium
confirm_set_600,00670267,00670267.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00670267.json,36,18,6,6611.0,8,3,2,2,0.220199,medium
confirm_set_600,00673423,00673423.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00673423.json,36,18,5,9632.0,8,3,3,3,0.161028,medium
confirm_set_600,00676838,00676838.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00676838.json,44,22,5,11269.0,8,6,2,2,0.176561,medium
confirm_set_600,00685305,00685305.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00685305.json,30,15,5,11989.0,8,2,2,2,0.131453,medium
confirm_set_600,00685896,00685896.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00685896.json,44,22,5,16237.0,8,4,4,4,0.207036,medium
confirm_set_600,00686968,00686968.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00686968.json,40,20,5,11403.0,10,3,3,3,0.176094,medium
confirm_set_600,00689553,00689553.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00689553.json,42,21,5,13311.0,12,3,2,2,0.172254,medium
confirm_set_600,00691998,00691998.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00691998.json,32,16,6,8530.0,4,3,3,3,0.221699,medium
confirm_set_600,00698442,00698442.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00698442.json,26,13,6,6589.0,4,2,2,2,0.187388,medium
confirm_set_600,00711390,00711390.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00711390.json,36,18,5,11490.0,8,3,3,3,0.163075,medium
confirm_set_600,00714572,00714572.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00714572.json,64,32,4,9553.0,22,4,3,3,0.177744,medium
confirm_set_600,00723774,00723774.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00723774.json,42,21,4,13778.0,12,3,3,3,0.110269,medium
confirm_set_600,00724525,00724525.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00724525.json,50,25,5,9089.0,12,5,3,3,0.206331,medium
confirm_set_600,00725416,00725416.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00725416.json,26,13,5,5807.0,6,2,2,2,0.111526,medium
confirm_set_600,00725468,00725468.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00725468.json,30,15,5,6287.0,6,3,2,2,0.12517,medium
confirm_set_600,00725806,00725806.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00725806.json,46,23,4,10713.0,14,3,3,3,0.120006,medium
confirm_set_600,00727923,00727923.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00727923.json,36,18,5,6895.0,10,2,2,2,0.145512,medium
confirm_set_600,00728960,00728960.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00728960.json,30,15,5,8622.0,4,4,2,2,0.127743,medium
confirm_set_600,00729610,00729610.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00729610.json,30,15,5,9957.0,4,3,3,3,0.141714,medium
confirm_set_600,00729876,00729876.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00729876.json,52,26,4,6268.0,18,4,2,2,0.12228,medium
confirm_set_600,00735137,00735137.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00735137.json,54,27,5,11979.0,6,8,3,3,0.222631,medium
confirm_set_600,00741164,00741164.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00741164.json,50,25,5,12352.0,6,6,4,4,0.222427,medium
confirm_set_600,00745982,00745982.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00745982.json,26,13,5,5762.0,6,2,2,2,0.111476,medium
confirm_set_600,00747645,00747645.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00747645.json,48,24,4,10655.0,15,3,3,3,0.126499,medium
confirm_set_600,00749163,00749163.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00749163.json,42,21,4,10540.0,12,3,3,3,0.106701,medium
confirm_set_600,00750860,00750860.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00750860.json,26,13,5,6149.0,6,2,2,2,0.111903,medium
confirm_set_600,00755014,00755014.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00755014.json,32,16,6,8204.0,3,3,3,3,0.221339,medium
confirm_set_600,00756512,00756512.json,evidence/videocad/samples/dataverse/action_json_unpacked/action_json/00756512.json,46,23,4,10600.0,14,3,3,3,0.119881,medium
